[2024-11-09 09:48:52,332][INFO] 
===== vgg19-4-feature-500-2024-11-09-09-48-52 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0004
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: vgg19
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 4
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x7c95e2369d30>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7c961b59e0d0>
[2024-11-09 09:50:11,947][INFO] --PGD sample 22 image
[2024-11-09 09:50:16,606][INFO] --PGD sample 23 image
[2024-11-09 09:50:21,342][INFO] --PGD sample 24 image
[2024-11-09 09:50:25,547][INFO] --PGD sample 25 image
[2024-11-09 09:50:29,168][INFO] --PGD sample 26 image
[2024-11-09 09:50:32,793][INFO] --PGD sample 27 image
[2024-11-09 09:50:36,394][INFO] --PGD sample 28 image
[2024-11-09 09:50:40,005][INFO] --PGD sample 29 image
[2024-11-09 09:50:43,624][INFO] --PGD sample 30 image
[2024-11-09 09:50:47,263][INFO] --PGD sample 31 image
[2024-11-09 09:50:50,887][INFO] --PGD sample 32 image
[2024-11-09 09:50:54,492][INFO] --PGD sample 33 image
[2024-11-09 09:50:58,140][INFO] --PGD sample 34 image
[2024-11-09 09:51:01,781][INFO] --PGD sample 35 image
[2024-11-09 09:51:05,419][INFO] --PGD sample 36 image
[2024-11-09 09:51:09,018][INFO] --PGD sample 37 image
[2024-11-09 09:51:12,653][INFO] --PGD sample 38 image
[2024-11-09 09:51:16,286][INFO] --PGD sample 39 image
[2024-11-09 09:51:19,906][INFO] --PGD sample 40 image
[2024-11-09 09:51:23,528][INFO] --PGD sample 41 image
[2024-11-09 09:51:27,152][INFO] --PGD sample 42 image
[2024-11-09 09:51:30,776][INFO] --PGD sample 43 image
[2024-11-09 09:51:34,408][INFO] --PGD sample 44 image
[2024-11-09 09:51:38,072][INFO] --PGD sample 45 image
[2024-11-09 09:51:41,717][INFO] --PGD sample 46 image
[2024-11-09 09:51:45,362][INFO] --PGD sample 47 image
[2024-11-09 09:51:49,023][INFO] --PGD sample 48 image
[2024-11-09 09:51:52,645][INFO] --PGD sample 49 image
[2024-11-09 09:51:56,295][INFO] --PGD sample 50 image
[2024-11-09 09:51:59,924][INFO] --PGD sample 51 image
[2024-11-09 09:52:03,574][INFO] --PGD sample 52 image
[2024-11-09 09:52:07,216][INFO] --PGD sample 53 image
[2024-11-09 09:52:10,849][INFO] --PGD sample 54 image
[2024-11-09 09:52:14,493][INFO] --PGD sample 55 image
[2024-11-09 09:52:18,187][INFO] --PGD sample 56 image
[2024-11-09 09:52:21,884][INFO] --PGD sample 57 image
[2024-11-09 09:52:25,592][INFO] --PGD sample 58 image
[2024-11-09 09:52:29,283][INFO] --PGD sample 59 image
[2024-11-09 09:52:32,982][INFO] --PGD sample 60 image
[2024-11-09 09:52:36,620][INFO] --PGD sample 61 image
[2024-11-09 09:52:40,355][INFO] --PGD sample 62 image
[2024-11-09 09:52:44,089][INFO] --PGD sample 63 image
[2024-11-09 09:52:47,824][INFO] --PGD sample 64 image
[2024-11-09 09:52:51,540][INFO] --PGD sample 65 image
[2024-11-09 09:52:55,268][INFO] --PGD sample 66 image
[2024-11-09 09:52:59,018][INFO] --PGD sample 67 image
[2024-11-09 09:53:02,762][INFO] --PGD sample 68 image
[2024-11-09 09:53:06,500][INFO] --PGD sample 69 image
[2024-11-09 09:53:10,244][INFO] --PGD sample 70 image
[2024-11-09 09:53:13,998][INFO] --PGD sample 71 image
[2024-11-09 09:53:17,673][INFO] --PGD sample 72 image
[2024-11-09 09:53:21,324][INFO] --PGD sample 73 image
[2024-11-09 09:53:25,014][INFO] --PGD sample 74 image
[2024-11-09 09:53:28,636][INFO] --PGD sample 75 image
[2024-11-09 09:53:32,257][INFO] --PGD sample 76 image
[2024-11-09 09:53:35,890][INFO] --PGD sample 77 image
[2024-11-09 09:53:39,538][INFO] --PGD sample 78 image
[2024-11-09 09:53:43,233][INFO] --PGD sample 79 image
[2024-11-09 09:53:46,999][INFO] --PGD sample 80 image
[2024-11-09 09:53:50,678][INFO] --PGD sample 81 image
[2024-11-09 09:53:54,371][INFO] --PGD sample 82 image
[2024-11-09 09:53:58,067][INFO] --PGD sample 83 image
[2024-11-09 09:54:01,733][INFO] --PGD sample 84 image
[2024-11-09 09:54:05,409][INFO] --PGD sample 85 image
[2024-11-09 09:54:09,076][INFO] --PGD sample 86 image
[2024-11-09 09:54:12,701][INFO] --PGD sample 87 image
[2024-11-09 09:54:16,322][INFO] --PGD sample 88 image
[2024-11-09 09:54:19,951][INFO] --PGD sample 89 image
[2024-11-09 09:54:23,668][INFO] --PGD sample 90 image
[2024-11-09 09:54:27,383][INFO] --PGD sample 91 image
[2024-11-09 09:54:31,040][INFO] --PGD sample 92 image
[2024-11-09 09:54:34,722][INFO] --PGD sample 93 image
[2024-11-09 09:54:38,393][INFO] --PGD sample 94 image
[2024-11-09 09:54:42,030][INFO] --PGD sample 95 image
[2024-11-09 09:54:45,616][INFO] --PGD sample 96 image
[2024-11-09 09:54:49,269][INFO] --PGD sample 97 image
[2024-11-09 09:54:52,950][INFO] --PGD sample 98 image
[2024-11-09 09:54:56,568][INFO] --PGD sample 99 image
[2024-11-09 09:55:00,221][INFO] --PGD sample 100 image
[2024-11-09 09:55:05,903][INFO] --get the 0 part of the feature_lb and feature_ub
[2024-11-09 09:55:05,903][INFO] --sample the 1 part of the originalset
[2024-11-09 09:55:05,903][INFO] --PGD sample 1 image
[2024-11-09 09:55:09,542][INFO] --PGD sample 2 image
[2024-11-09 09:55:13,146][INFO] --PGD sample 3 image
[2024-11-09 09:55:16,779][INFO] --PGD sample 4 image
[2024-11-09 09:55:20,399][INFO] --PGD sample 5 image
[2024-11-09 09:55:24,003][INFO] --PGD sample 6 image
[2024-11-09 09:55:27,588][INFO] --PGD sample 7 image
[2024-11-09 09:55:31,205][INFO] --PGD sample 8 image
[2024-11-09 09:55:34,840][INFO] --PGD sample 9 image
[2024-11-09 09:55:38,425][INFO] --PGD sample 10 image
[2024-11-09 09:55:42,011][INFO] --PGD sample 11 image
[2024-11-09 09:55:45,601][INFO] --PGD sample 12 image
[2024-11-09 09:55:49,220][INFO] --PGD sample 13 image
[2024-11-09 09:55:52,867][INFO] --PGD sample 14 image
[2024-11-09 09:55:56,505][INFO] --PGD sample 15 image
[2024-11-09 09:56:00,136][INFO] --PGD sample 16 image
[2024-11-09 09:56:03,753][INFO] --PGD sample 17 image
[2024-11-09 09:56:07,343][INFO] --PGD sample 18 image
[2024-11-09 09:56:10,948][INFO] --PGD sample 19 image
[2024-11-09 09:56:14,532][INFO] --PGD sample 20 image
[2024-11-09 09:56:18,139][INFO] --PGD sample 21 image
[2024-11-09 09:56:21,765][INFO] --PGD sample 22 image
[2024-11-09 09:56:25,432][INFO] --PGD sample 23 image
[2024-11-09 09:56:29,112][INFO] --PGD sample 24 image
[2024-11-09 09:56:32,801][INFO] --PGD sample 25 image
[2024-11-09 09:56:36,473][INFO] --PGD sample 26 image
[2024-11-09 09:56:40,130][INFO] --PGD sample 27 image
[2024-11-09 09:56:43,805][INFO] --PGD sample 28 image
[2024-11-09 09:56:47,473][INFO] --PGD sample 29 image
[2024-11-09 09:56:51,056][INFO] --PGD sample 30 image
[2024-11-09 09:56:54,606][INFO] --PGD sample 31 image
[2024-11-09 09:56:58,145][INFO] --PGD sample 32 image
[2024-11-09 09:57:01,713][INFO] --PGD sample 33 image
[2024-11-09 09:57:05,251][INFO] --PGD sample 34 image
[2024-11-09 09:57:08,820][INFO] --PGD sample 35 image
[2024-11-09 09:57:12,454][INFO] --PGD sample 36 image
[2024-11-09 09:57:16,023][INFO] --PGD sample 37 image
[2024-11-09 09:57:19,619][INFO] --PGD sample 38 image
[2024-11-09 09:57:23,202][INFO] --PGD sample 39 image
[2024-11-09 09:57:26,797][INFO] --PGD sample 40 image
[2024-11-09 09:57:30,338][INFO] --PGD sample 41 image
[2024-11-09 09:57:33,928][INFO] --PGD sample 42 image
[2024-11-09 09:57:37,492][INFO] --PGD sample 43 image
[2024-11-09 09:57:41,057][INFO] --PGD sample 44 image
[2024-11-09 09:57:44,607][INFO] --PGD sample 45 image
[2024-11-09 09:57:48,152][INFO] --PGD sample 46 image
[2024-11-09 09:57:51,707][INFO] --PGD sample 47 image
[2024-11-09 09:57:55,324][INFO] --PGD sample 48 image
[2024-11-09 09:57:58,942][INFO] --PGD sample 49 image
[2024-11-09 09:58:02,553][INFO] --PGD sample 50 image
[2024-11-09 09:58:06,115][INFO] --PGD sample 51 image
[2024-11-09 09:58:09,709][INFO] --PGD sample 52 image
[2024-11-09 09:58:13,264][INFO] --PGD sample 53 image
[2024-11-09 09:58:16,819][INFO] --PGD sample 54 image
[2024-11-09 09:58:20,370][INFO] --PGD sample 55 image
[2024-11-09 09:58:23,939][INFO] --PGD sample 56 image
[2024-11-09 09:58:27,490][INFO] --PGD sample 57 image
[2024-11-09 09:58:31,044][INFO] --PGD sample 58 image
[2024-11-09 09:58:34,616][INFO] --PGD sample 59 image
[2024-11-09 09:58:38,252][INFO] --PGD sample 60 image
[2024-11-09 09:58:41,915][INFO] --PGD sample 61 image
[2024-11-09 09:58:45,610][INFO] --PGD sample 62 image
[2024-11-09 09:58:49,307][INFO] --PGD sample 63 image
[2024-11-09 09:58:53,021][INFO] --PGD sample 64 image
[2024-11-09 09:58:56,755][INFO] --PGD sample 65 image
[2024-11-09 09:59:00,467][INFO] --PGD sample 66 image
[2024-11-09 09:59:04,176][INFO] --PGD sample 67 image
[2024-11-09 09:59:07,872][INFO] --PGD sample 68 image
[2024-11-09 09:59:11,587][INFO] --PGD sample 69 image
[2024-11-09 09:59:15,084][INFO] --PGD sample 70 image
[2024-11-09 09:59:18,557][INFO] --PGD sample 71 image
[2024-11-09 09:59:22,017][INFO] --PGD sample 72 image
[2024-11-09 09:59:25,492][INFO] --PGD sample 73 image
[2024-11-09 09:59:28,967][INFO] --PGD sample 74 image
[2024-11-09 09:59:32,442][INFO] --PGD sample 75 image
[2024-11-09 09:59:35,917][INFO] --PGD sample 76 image
[2024-11-09 09:59:39,395][INFO] --PGD sample 77 image
[2024-11-09 09:59:42,868][INFO] --PGD sample 78 image
[2024-11-09 09:59:46,343][INFO] --PGD sample 79 image
[2024-11-09 09:59:49,819][INFO] --PGD sample 80 image
[2024-11-09 09:59:53,296][INFO] --PGD sample 81 image
[2024-11-09 09:59:56,759][INFO] --PGD sample 82 image
[2024-11-09 10:00:00,243][INFO] --PGD sample 83 image
[2024-11-09 10:00:03,774][INFO] --PGD sample 84 image
[2024-11-09 10:00:07,305][INFO] --PGD sample 85 image
[2024-11-09 10:00:10,943][INFO] --PGD sample 86 image
[2024-11-09 10:00:15,095][INFO] --PGD sample 87 image
[2024-11-09 10:00:19,648][INFO] --PGD sample 88 image
[2024-11-09 10:00:24,480][INFO] --PGD sample 89 image
[2024-11-09 10:00:29,325][INFO] --PGD sample 90 image
[2024-11-09 10:00:34,083][INFO] --PGD sample 91 image
[2024-11-09 10:00:38,835][INFO] --PGD sample 92 image
[2024-11-09 10:00:43,577][INFO] --PGD sample 93 image
[2024-11-09 10:00:48,327][INFO] --PGD sample 94 image
[2024-11-09 10:00:53,171][INFO] --PGD sample 95 image
[2024-11-09 10:00:58,042][INFO] --PGD sample 96 image
[2024-11-09 10:01:02,933][INFO] --PGD sample 97 image
[2024-11-09 10:01:07,817][INFO] --PGD sample 98 image
[2024-11-09 10:01:12,685][INFO] --PGD sample 99 image
[2024-11-09 10:01:17,548][INFO] --PGD sample 100 image
[2024-11-09 10:01:24,525][INFO] --get the 1 part of the feature_lb and feature_ub
[2024-11-09 10:01:24,526][INFO] --sample the 2 part of the originalset
[2024-11-09 10:01:24,526][INFO] --PGD sample 1 image
[2024-11-09 10:01:29,264][INFO] --PGD sample 2 image
[2024-11-09 10:01:34,065][INFO] --PGD sample 3 image
[2024-11-09 10:01:38,915][INFO] --PGD sample 4 image
[2024-11-09 10:01:43,762][INFO] --PGD sample 5 image
[2024-11-09 10:01:48,587][INFO] --PGD sample 6 image
[2024-11-09 10:01:53,404][INFO] --PGD sample 7 image
[2024-11-09 10:01:58,193][INFO] --PGD sample 8 image
[2024-11-09 10:02:02,974][INFO] --PGD sample 9 image
[2024-11-09 10:02:07,737][INFO] --PGD sample 10 image
[2024-11-09 10:02:12,538][INFO] --PGD sample 11 image
[2024-11-09 10:02:17,391][INFO] --PGD sample 12 image
[2024-11-09 10:02:22,117][INFO] --PGD sample 13 image
[2024-11-09 10:02:26,840][INFO] --PGD sample 14 image
[2024-11-09 10:02:31,554][INFO] --PGD sample 15 image
[2024-11-09 10:02:36,268][INFO] --PGD sample 16 image
[2024-11-09 10:02:40,970][INFO] --PGD sample 17 image
[2024-11-09 10:02:45,652][INFO] --PGD sample 18 image
[2024-11-09 10:02:50,347][INFO] --PGD sample 19 image
[2024-11-09 10:02:55,050][INFO] --PGD sample 20 image
[2024-11-09 10:02:59,771][INFO] --PGD sample 21 image
[2024-11-09 10:03:04,480][INFO] --PGD sample 22 image
[2024-11-09 10:03:09,205][INFO] --PGD sample 23 image
[2024-11-09 10:03:13,920][INFO] --PGD sample 24 image
[2024-11-09 10:03:18,622][INFO] --PGD sample 25 image
[2024-11-09 10:03:23,318][INFO] --PGD sample 26 image
[2024-11-09 10:03:28,014][INFO] --PGD sample 27 image
[2024-11-09 10:03:32,707][INFO] --PGD sample 28 image
[2024-11-09 10:03:37,402][INFO] --PGD sample 29 image
[2024-11-09 10:03:42,111][INFO] --PGD sample 30 image
[2024-11-09 10:03:46,839][INFO] --PGD sample 31 image
[2024-11-09 10:03:51,581][INFO] --PGD sample 32 image
[2024-11-09 10:03:56,314][INFO] --PGD sample 33 image
[2024-11-09 10:04:01,044][INFO] --PGD sample 34 image
[2024-11-09 10:04:05,751][INFO] --PGD sample 35 image
[2024-11-09 10:04:10,450][INFO] --PGD sample 36 image
[2024-11-09 10:04:15,143][INFO] --PGD sample 37 image
[2024-11-09 10:04:19,837][INFO] --PGD sample 38 image
[2024-11-09 10:04:24,527][INFO] --PGD sample 39 image
[2024-11-09 10:04:29,269][INFO] --PGD sample 40 image
[2024-11-09 10:04:34,001][INFO] --PGD sample 41 image
[2024-11-09 10:04:38,725][INFO] --PGD sample 42 image
[2024-11-09 10:04:43,450][INFO] --PGD sample 43 image
[2024-11-09 10:04:48,151][INFO] --PGD sample 44 image
[2024-11-09 10:04:52,853][INFO] --PGD sample 45 image
[2024-11-09 10:04:57,085][INFO] --PGD sample 46 image
[2024-11-09 10:05:00,743][INFO] --PGD sample 47 image
[2024-11-09 10:05:04,368][INFO] --PGD sample 48 image
[2024-11-09 10:05:07,933][INFO] --PGD sample 49 image
[2024-11-09 10:05:11,547][INFO] --PGD sample 50 image
[2024-11-09 10:05:15,097][INFO] --PGD sample 51 image
[2024-11-09 10:05:19,188][INFO] --PGD sample 52 image
[2024-11-09 10:05:23,486][INFO] --PGD sample 53 image
[2024-11-09 10:05:27,736][INFO] --PGD sample 54 image
[2024-11-09 10:05:32,025][INFO] --PGD sample 55 image
[2024-11-09 10:05:36,277][INFO] --PGD sample 56 image
[2024-11-09 10:05:40,836][INFO] --PGD sample 57 image
[2024-11-09 10:05:45,537][INFO] --PGD sample 58 image
[2024-11-09 10:05:50,267][INFO] --PGD sample 59 image
[2024-11-09 10:05:54,963][INFO] --PGD sample 60 image
[2024-11-09 10:05:59,666][INFO] --PGD sample 61 image
[2024-11-09 10:06:04,376][INFO] --PGD sample 62 image
[2024-11-09 10:06:09,095][INFO] --PGD sample 63 image
[2024-11-09 10:06:13,774][INFO] --PGD sample 64 image
[2024-11-09 10:06:18,465][INFO] --PGD sample 65 image
[2024-11-09 10:06:23,165][INFO] --PGD sample 66 image
[2024-11-09 10:06:27,867][INFO] --PGD sample 67 image
[2024-11-09 10:06:32,571][INFO] --PGD sample 68 image
[2024-11-09 10:06:37,292][INFO] --PGD sample 69 image
[2024-11-09 10:06:41,992][INFO] --PGD sample 70 image
[2024-11-09 10:06:46,719][INFO] --PGD sample 71 image
[2024-11-09 10:06:51,438][INFO] --PGD sample 72 image
[2024-11-09 10:06:56,170][INFO] --PGD sample 73 image
[2024-11-09 10:07:00,912][INFO] --PGD sample 74 image
[2024-11-09 10:07:05,636][INFO] --PGD sample 75 image
[2024-11-09 10:07:10,349][INFO] --PGD sample 76 image
[2024-11-09 10:07:15,043][INFO] --PGD sample 77 image
[2024-11-09 10:07:19,770][INFO] --PGD sample 78 image
[2024-11-09 10:07:24,478][INFO] --PGD sample 79 image
[2024-11-09 10:07:29,222][INFO] --PGD sample 80 image
[2024-11-09 10:07:33,938][INFO] --PGD sample 81 image
[2024-11-09 10:07:38,632][INFO] --PGD sample 82 image
[2024-11-09 10:07:43,338][INFO] --PGD sample 83 image
[2024-11-09 10:07:48,043][INFO] --PGD sample 84 image
[2024-11-09 10:07:52,747][INFO] --PGD sample 85 image
[2024-11-09 10:07:57,467][INFO] --PGD sample 86 image
[2024-11-09 10:08:02,185][INFO] --PGD sample 87 image
[2024-11-09 10:08:06,917][INFO] --PGD sample 88 image
[2024-11-09 10:08:11,636][INFO] --PGD sample 89 image
[2024-11-09 10:08:16,338][INFO] --PGD sample 90 image
[2024-11-09 10:08:21,060][INFO] --PGD sample 91 image
[2024-11-09 10:08:25,808][INFO] --PGD sample 92 image
[2024-11-09 10:08:30,512][INFO] --PGD sample 93 image
[2024-11-09 10:08:35,213][INFO] --PGD sample 94 image
[2024-11-09 10:08:39,933][INFO] --PGD sample 95 image
[2024-11-09 10:08:44,632][INFO] --PGD sample 96 image
[2024-11-09 10:08:49,364][INFO] --PGD sample 97 image
[2024-11-09 10:08:54,081][INFO] --PGD sample 98 image
[2024-11-09 10:08:58,807][INFO] --PGD sample 99 image
[2024-11-09 10:09:03,603][INFO] --PGD sample 100 image
[2024-11-09 10:09:09,273][INFO] --get the 2 part of the feature_lb and feature_ub
[2024-11-09 10:09:09,274][INFO] --sample the 3 part of the originalset
[2024-11-09 10:09:09,274][INFO] --PGD sample 1 image
[2024-11-09 10:09:12,633][INFO] --PGD sample 2 image
[2024-11-09 10:09:16,240][INFO] --PGD sample 3 image
[2024-11-09 10:09:19,850][INFO] --PGD sample 4 image
[2024-11-09 10:09:23,390][INFO] --PGD sample 5 image
[2024-11-09 10:09:26,918][INFO] --PGD sample 6 image
[2024-11-09 10:09:30,521][INFO] --PGD sample 7 image
[2024-11-09 10:09:34,169][INFO] --PGD sample 8 image
[2024-11-09 10:09:37,845][INFO] --PGD sample 9 image
[2024-11-09 10:09:41,396][INFO] --PGD sample 10 image
[2024-11-09 10:09:44,913][INFO] --PGD sample 11 image
[2024-11-09 10:09:48,562][INFO] --PGD sample 12 image
[2024-11-09 10:09:52,210][INFO] --PGD sample 13 image
[2024-11-09 10:09:55,865][INFO] --PGD sample 14 image
[2024-11-09 10:09:59,535][INFO] --PGD sample 15 image
[2024-11-09 10:10:03,195][INFO] --PGD sample 16 image
[2024-11-09 10:10:06,849][INFO] --PGD sample 17 image
[2024-11-09 10:10:10,506][INFO] --PGD sample 18 image
[2024-11-09 10:10:14,161][INFO] --PGD sample 19 image
[2024-11-09 10:10:17,822][INFO] --PGD sample 20 image
[2024-11-09 10:10:21,474][INFO] --PGD sample 21 image
[2024-11-09 10:10:25,127][INFO] --PGD sample 22 image
[2024-11-09 10:10:28,798][INFO] --PGD sample 23 image
[2024-11-09 10:10:32,457][INFO] --PGD sample 24 image
[2024-11-09 10:10:36,103][INFO] --PGD sample 25 image
[2024-11-09 10:10:39,746][INFO] --PGD sample 26 image
[2024-11-09 10:10:43,515][INFO] --PGD sample 27 image
[2024-11-09 10:10:48,201][INFO] --PGD sample 28 image
[2024-11-09 10:10:52,879][INFO] --PGD sample 29 image
[2024-11-09 10:10:57,565][INFO] --PGD sample 30 image
[2024-11-09 10:11:02,247][INFO] --PGD sample 31 image
[2024-11-09 10:11:06,929][INFO] --PGD sample 32 image
[2024-11-09 10:11:11,616][INFO] --PGD sample 33 image
[2024-11-09 10:11:16,303][INFO] --PGD sample 34 image
[2024-11-09 10:11:20,982][INFO] --PGD sample 35 image
[2024-11-09 10:11:25,662][INFO] --PGD sample 36 image
[2024-11-09 10:11:30,343][INFO] --PGD sample 37 image
[2024-11-09 10:11:35,030][INFO] --PGD sample 38 image
[2024-11-09 10:11:39,719][INFO] --PGD sample 39 image
[2024-11-09 10:11:44,405][INFO] --PGD sample 40 image
[2024-11-09 10:11:48,996][INFO] --PGD sample 41 image
[2024-11-09 10:11:53,596][INFO] --PGD sample 42 image
[2024-11-09 10:11:58,277][INFO] --PGD sample 43 image
[2024-11-09 10:12:02,986][INFO] --PGD sample 44 image
[2024-11-09 10:12:07,731][INFO] --PGD sample 45 image
[2024-11-09 10:12:12,444][INFO] --PGD sample 46 image
[2024-11-09 10:12:17,162][INFO] --PGD sample 47 image
[2024-11-09 10:12:21,864][INFO] --PGD sample 48 image
[2024-11-09 10:12:26,554][INFO] --PGD sample 49 image
[2024-11-09 10:12:31,255][INFO] --PGD sample 50 image
[2024-11-09 10:12:35,969][INFO] --PGD sample 51 image
[2024-11-09 10:12:40,671][INFO] --PGD sample 52 image
[2024-11-09 10:12:45,444][INFO] --PGD sample 53 image
[2024-11-09 10:12:50,183][INFO] --PGD sample 54 image
[2024-11-09 10:12:54,870][INFO] --PGD sample 55 image
[2024-11-09 10:12:59,552][INFO] --PGD sample 56 image
[2024-11-09 10:13:04,241][INFO] --PGD sample 57 image
[2024-11-09 10:13:08,933][INFO] --PGD sample 58 image
[2024-11-09 10:13:13,637][INFO] --PGD sample 59 image
[2024-11-09 10:13:18,332][INFO] --PGD sample 60 image
[2024-11-09 10:13:22,998][INFO] --PGD sample 61 image
[2024-11-09 10:13:27,677][INFO] --PGD sample 62 image
[2024-11-09 10:13:32,418][INFO] --PGD sample 63 image
[2024-11-09 10:13:37,108][INFO] --PGD sample 64 image
[2024-11-09 10:13:41,799][INFO] --PGD sample 65 image
[2024-11-09 10:13:46,496][INFO] --PGD sample 66 image
[2024-11-09 10:13:51,194][INFO] --PGD sample 67 image
[2024-11-09 10:13:55,896][INFO] --PGD sample 68 image
[2024-11-09 10:14:00,570][INFO] --PGD sample 69 image
[2024-11-09 10:14:05,260][INFO] --PGD sample 70 image
[2024-11-09 10:14:09,959][INFO] --PGD sample 71 image
[2024-11-09 10:14:14,633][INFO] --PGD sample 72 image
[2024-11-09 10:14:19,352][INFO] --PGD sample 73 image
[2024-11-09 10:14:24,056][INFO] --PGD sample 74 image
[2024-11-09 10:14:28,744][INFO] --PGD sample 75 image
[2024-11-09 10:14:33,457][INFO] --PGD sample 76 image
[2024-11-09 10:14:38,151][INFO] --PGD sample 77 image
[2024-11-09 10:14:42,846][INFO] --PGD sample 78 image
[2024-11-09 10:14:47,549][INFO] --PGD sample 79 image
[2024-11-09 10:14:52,157][INFO] --PGD sample 80 image
[2024-11-09 10:14:56,521][INFO] --PGD sample 81 image
[2024-11-09 10:15:00,821][INFO] --PGD sample 82 image
[2024-11-09 10:15:05,139][INFO] --PGD sample 83 image
[2024-11-09 10:15:09,353][INFO] --PGD sample 84 image
[2024-11-09 10:15:13,634][INFO] --PGD sample 85 image
[2024-11-09 10:15:17,938][INFO] --PGD sample 86 image
[2024-11-09 10:15:22,305][INFO] --PGD sample 87 image
[2024-11-09 10:15:26,573][INFO] --PGD sample 88 image
[2024-11-09 10:15:30,805][INFO] --PGD sample 89 image
[2024-11-09 10:15:35,064][INFO] --PGD sample 90 image
[2024-11-09 10:15:39,329][INFO] --PGD sample 91 image
[2024-11-09 10:15:43,582][INFO] --PGD sample 92 image
[2024-11-09 10:15:47,825][INFO] --PGD sample 93 image
[2024-11-09 10:15:52,187][INFO] --PGD sample 94 image
[2024-11-09 10:15:56,511][INFO] --PGD sample 95 image
[2024-11-09 10:16:00,806][INFO] --PGD sample 96 image
[2024-11-09 10:16:05,066][INFO] --PGD sample 97 image
[2024-11-09 10:16:09,366][INFO] --PGD sample 98 image
[2024-11-09 10:16:13,652][INFO] --PGD sample 99 image
[2024-11-09 10:16:17,945][INFO] --PGD sample 100 image
