[2024-11-11 17:48:35,920][INFO] 
===== resnet18-8-feature-200-2024-11-11-17-48-35 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0008
  lr: 1
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: resnet18
  no_repair: False
  repair_number: 200
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 8
  loose_bound: 0.0314
  divided_repair: 2
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x75f75ebde0d0>
  reset_params: False
  train_datasize: 10000
  test_datasize: 2000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 200
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x75f75ebe8700>
[2024-11-11 17:55:32,915][INFO] --PGD sample 100 image
[2024-11-11 17:55:37,612][INFO] --get the 0 part of the feature_lb and feature_ub
[2024-11-11 17:55:37,613][INFO] --sample the 1 part of the originalset
[2024-11-11 17:55:37,613][INFO] --PGD sample 1 image
[2024-11-11 17:55:41,848][INFO] --PGD sample 2 image
[2024-11-11 17:55:46,069][INFO] --PGD sample 3 image
[2024-11-11 17:55:50,286][INFO] --PGD sample 4 image
[2024-11-11 17:55:54,514][INFO] --PGD sample 5 image
[2024-11-11 17:55:58,736][INFO] --PGD sample 6 image
[2024-11-11 17:56:02,948][INFO] --PGD sample 7 image
[2024-11-11 17:56:07,158][INFO] --PGD sample 8 image
[2024-11-11 17:56:11,374][INFO] --PGD sample 9 image
[2024-11-11 17:56:15,602][INFO] --PGD sample 10 image
[2024-11-11 17:56:19,831][INFO] --PGD sample 11 image
[2024-11-11 17:56:24,050][INFO] --PGD sample 12 image
[2024-11-11 17:56:28,280][INFO] --PGD sample 13 image
[2024-11-11 17:56:32,512][INFO] --PGD sample 14 image
[2024-11-11 17:56:36,732][INFO] --PGD sample 15 image
[2024-11-11 17:56:40,963][INFO] --PGD sample 16 image
[2024-11-11 17:56:45,198][INFO] --PGD sample 17 image
[2024-11-11 17:56:49,429][INFO] --PGD sample 18 image
[2024-11-11 17:56:53,653][INFO] --PGD sample 19 image
[2024-11-11 17:56:57,887][INFO] --PGD sample 20 image
[2024-11-11 17:57:02,121][INFO] --PGD sample 21 image
[2024-11-11 17:57:06,348][INFO] --PGD sample 22 image
[2024-11-11 17:57:10,573][INFO] --PGD sample 23 image
[2024-11-11 17:57:14,804][INFO] --PGD sample 24 image
[2024-11-11 17:57:19,030][INFO] --PGD sample 25 image
[2024-11-11 17:57:23,270][INFO] --PGD sample 26 image
[2024-11-11 17:57:27,509][INFO] --PGD sample 27 image
[2024-11-11 17:57:31,749][INFO] --PGD sample 28 image
[2024-11-11 17:57:35,981][INFO] --PGD sample 29 image
[2024-11-11 17:57:40,222][INFO] --PGD sample 30 image
[2024-11-11 17:57:44,474][INFO] --PGD sample 31 image
[2024-11-11 17:57:48,715][INFO] --PGD sample 32 image
[2024-11-11 17:57:52,945][INFO] --PGD sample 33 image
[2024-11-11 17:57:57,179][INFO] --PGD sample 34 image
[2024-11-11 17:58:01,419][INFO] --PGD sample 35 image
[2024-11-11 17:58:05,663][INFO] --PGD sample 36 image
[2024-11-11 17:58:09,900][INFO] --PGD sample 37 image
[2024-11-11 17:58:14,164][INFO] --PGD sample 38 image
[2024-11-11 17:58:18,402][INFO] --PGD sample 39 image
[2024-11-11 17:58:22,648][INFO] --PGD sample 40 image
[2024-11-11 17:58:26,894][INFO] --PGD sample 41 image
[2024-11-11 17:58:31,140][INFO] --PGD sample 42 image
[2024-11-11 17:58:35,397][INFO] --PGD sample 43 image
[2024-11-11 17:58:39,646][INFO] --PGD sample 44 image
[2024-11-11 17:58:43,904][INFO] --PGD sample 45 image
[2024-11-11 17:58:48,150][INFO] --PGD sample 46 image
[2024-11-11 17:58:52,386][INFO] --PGD sample 47 image
[2024-11-11 17:58:56,613][INFO] --PGD sample 48 image
[2024-11-11 17:59:00,830][INFO] --PGD sample 49 image
[2024-11-11 17:59:05,046][INFO] --PGD sample 50 image
[2024-11-11 17:59:09,256][INFO] --PGD sample 51 image
[2024-11-11 17:59:13,460][INFO] --PGD sample 52 image
[2024-11-11 17:59:17,680][INFO] --PGD sample 53 image
[2024-11-11 17:59:21,868][INFO] --PGD sample 54 image
[2024-11-11 17:59:26,050][INFO] --PGD sample 55 image
[2024-11-11 17:59:30,240][INFO] --PGD sample 56 image
[2024-11-11 17:59:34,415][INFO] --PGD sample 57 image
[2024-11-11 17:59:38,591][INFO] --PGD sample 58 image
[2024-11-11 17:59:42,756][INFO] --PGD sample 59 image
[2024-11-11 17:59:46,931][INFO] --PGD sample 60 image
[2024-11-11 17:59:51,094][INFO] --PGD sample 61 image
[2024-11-11 17:59:55,268][INFO] --PGD sample 62 image
[2024-11-11 17:59:59,438][INFO] --PGD sample 63 image
[2024-11-11 18:00:03,615][INFO] --PGD sample 64 image
[2024-11-11 18:00:07,787][INFO] --PGD sample 65 image
[2024-11-11 18:00:11,959][INFO] --PGD sample 66 image
[2024-11-11 18:00:16,127][INFO] --PGD sample 67 image
[2024-11-11 18:00:20,296][INFO] --PGD sample 68 image
[2024-11-11 18:00:24,469][INFO] --PGD sample 69 image
[2024-11-11 18:00:28,637][INFO] --PGD sample 70 image
[2024-11-11 18:00:32,812][INFO] --PGD sample 71 image
[2024-11-11 18:00:36,981][INFO] --PGD sample 72 image
[2024-11-11 18:00:41,148][INFO] --PGD sample 73 image
[2024-11-11 18:00:45,319][INFO] --PGD sample 74 image
[2024-11-11 18:00:49,487][INFO] --PGD sample 75 image
[2024-11-11 18:00:53,655][INFO] --PGD sample 76 image
[2024-11-11 18:00:57,829][INFO] --PGD sample 77 image
[2024-11-11 18:01:02,003][INFO] --PGD sample 78 image
[2024-11-11 18:01:06,170][INFO] --PGD sample 79 image
[2024-11-11 18:01:10,341][INFO] --PGD sample 80 image
[2024-11-11 18:01:14,517][INFO] --PGD sample 81 image
[2024-11-11 18:01:18,689][INFO] --PGD sample 82 image
[2024-11-11 18:01:22,869][INFO] --PGD sample 83 image
[2024-11-11 18:01:27,038][INFO] --PGD sample 84 image
[2024-11-11 18:01:31,215][INFO] --PGD sample 85 image
[2024-11-11 18:01:35,382][INFO] --PGD sample 86 image
[2024-11-11 18:01:39,554][INFO] --PGD sample 87 image
[2024-11-11 18:01:43,730][INFO] --PGD sample 88 image
[2024-11-11 18:01:47,896][INFO] --PGD sample 89 image
[2024-11-11 18:01:52,069][INFO] --PGD sample 90 image
[2024-11-11 18:01:56,239][INFO] --PGD sample 91 image
[2024-11-11 18:02:00,406][INFO] --PGD sample 92 image
[2024-11-11 18:02:04,574][INFO] --PGD sample 93 image
[2024-11-11 18:02:08,745][INFO] --PGD sample 94 image
[2024-11-11 18:02:12,910][INFO] --PGD sample 95 image
[2024-11-11 18:02:17,075][INFO] --PGD sample 96 image
[2024-11-11 18:02:21,245][INFO] --PGD sample 97 image
[2024-11-11 18:02:25,413][INFO] --PGD sample 98 image
[2024-11-11 18:02:29,584][INFO] --PGD sample 99 image
[2024-11-11 18:02:33,754][INFO] --PGD sample 100 image
[2024-11-11 18:02:38,442][INFO] --get the 1 part of the feature_lb and feature_ub
[2024-11-11 18:02:41,653][INFO] --Test repair set accuracy 0.0
[2024-11-11 18:02:41,729][INFO] --Patch network: --- feature PatchNet ---
Name: feature patch network 199
--- End of feature PatchNet ---
[2024-11-11 18:02:41,732][INFO] [0m 0s (0.001 seconds)] Start repair part 0: 0
[2024-11-11 18:02:41,732][INFO] [0m 0s (0.001 seconds)] After epoch 0:
[2024-11-11 18:02:41,732][INFO] Loaded 100 abstractions for training.
[2024-11-11 18:02:42,004][INFO] min loss 1.090165615081787, max loss 74.22325134277344.
[2024-11-11 18:02:42,008][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0], device='cuda:3', dtype=torch.uint8).
[2024-11-11 18:02:42,145][INFO] Test set accuracy 0.8833.
[2024-11-11 18:02:42,145][INFO] repair set accuracy 0.01.
[2024-11-11 18:02:42,145][INFO] attacked test set accuracy 0.017.
[2024-11-11 18:02:42,145][INFO] 
[0m 0s (0.414 seconds)] Starting epoch 1:
[2024-11-11 18:02:42,648][INFO] [0m 0s (0.917 seconds)] After epoch 1:
[2024-11-11 18:02:42,648][INFO] Loaded 100 abstractions for training.
[2024-11-11 18:02:42,912][INFO] min loss 0.0, max loss 0.0.
[2024-11-11 18:02:42,913][INFO] All 100 abstractions certified.
[2024-11-11 18:02:43,059][INFO] Test set accuracy 0.8833.
[2024-11-11 18:02:43,059][INFO] repair set accuracy 1.0.
[2024-11-11 18:02:43,059][INFO] attacked test set accuracy 1.0.
[2024-11-11 18:02:43,117][INFO] Accuracy at every epoch: [0.8833, 0.8833]
[2024-11-11 18:02:43,117][INFO] After 1 epochs / 0m 1s (1.328 seconds), eventually the trained network got certified? True, with 0.8833 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-11 18:02:43,119][INFO] [0m 1s (1.388 seconds)] Start repair part 1: 100
[2024-11-11 18:02:43,119][INFO] [0m 1s (1.388 seconds)] After epoch 0:
[2024-11-11 18:02:43,119][INFO] Loaded 100 abstractions for training.
[2024-11-11 18:02:43,386][INFO] min loss 0.9665602445602417, max loss 128.99685668945312.
[2024-11-11 18:02:43,388][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0], device='cuda:3', dtype=torch.uint8).
[2024-11-11 18:02:43,535][INFO] Test set accuracy 0.8833.
[2024-11-11 18:02:43,535][INFO] repair set accuracy 0.01.
[2024-11-11 18:02:43,535][INFO] attacked test set accuracy 0.012.
[2024-11-11 18:02:43,535][INFO] 
[0m 1s (1.804 seconds)] Starting epoch 1:
[2024-11-11 18:02:44,015][INFO] [0m 2s (2.284 seconds)] After epoch 1:
[2024-11-11 18:02:44,015][INFO] Loaded 100 abstractions for training.
[2024-11-11 18:02:44,299][INFO] min loss 0.0, max loss 0.0.
[2024-11-11 18:02:44,299][INFO] All 100 abstractions certified.
[2024-11-11 18:02:44,435][INFO] Test set accuracy 0.8833.
[2024-11-11 18:02:44,436][INFO] repair set accuracy 1.0.
[2024-11-11 18:02:44,436][INFO] attacked test set accuracy 1.0.
[2024-11-11 18:02:44,469][INFO] Accuracy at every epoch: [0.8833, 0.8833]
[2024-11-11 18:02:44,469][INFO] After 1 epochs / 0m 2s (2.705 seconds), eventually the trained network got certified? True, with 0.8833 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-11 18:02:44,469][INFO] final test
[2024-11-11 18:02:44,503][INFO] --Test set accuracy 0.8833
[2024-11-11 18:02:44,572][INFO] --Test repair set accuracy 1.0
[2024-11-11 18:02:44,644][INFO] --Test attack test set accuracy 1.0
[2024-11-11 18:02:44,644][INFO] traing time 2.913313288008794s
[2024-11-11 18:02:44,654][INFO] === Avg <epochs, train_time, certified, accuracy> for pgd attack networks:
[2024-11-11 18:02:44,654][INFO] tensor([1.0000, 2.7045, 1.0000, 0.8833])
[2024-11-11 18:02:44,655][INFO] Total Cost Time: 848.7352039529942s.



