[2024-11-12 05:43:12,742][INFO] 
===== resnet18-4-feature-200-2024-11-12-05-43-12 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0004
  lr: 0.1
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: resnet18
  no_repair: False
  repair_number: 200
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 4
  loose_bound: 0.0314
  divided_repair: 2
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x7e106976aca0>
  reset_params: False
  train_datasize: 10000
  test_datasize: 2000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 200
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7e10a0969670>
[2024-11-12 05:47:09,968][INFO] --PGD sample 53 image
[2024-11-12 05:47:14,032][INFO] --PGD sample 54 image
[2024-11-12 05:47:18,040][INFO] --PGD sample 55 image
[2024-11-12 05:47:22,057][INFO] --PGD sample 56 image
[2024-11-12 05:47:26,084][INFO] --PGD sample 57 image
[2024-11-12 05:47:30,135][INFO] --PGD sample 58 image
[2024-11-12 05:47:34,189][INFO] --PGD sample 59 image
[2024-11-12 05:47:38,285][INFO] --PGD sample 60 image
[2024-11-12 05:47:42,317][INFO] --PGD sample 61 image
[2024-11-12 05:47:46,354][INFO] --PGD sample 62 image
[2024-11-12 05:47:50,360][INFO] --PGD sample 63 image
[2024-11-12 05:47:54,363][INFO] --PGD sample 64 image
[2024-11-12 05:47:58,449][INFO] --PGD sample 65 image
[2024-11-12 05:48:02,543][INFO] --PGD sample 66 image
[2024-11-12 05:48:06,613][INFO] --PGD sample 67 image
[2024-11-12 05:48:10,618][INFO] --PGD sample 68 image
[2024-11-12 05:48:14,625][INFO] --PGD sample 69 image
[2024-11-12 05:48:18,665][INFO] --PGD sample 70 image
[2024-11-12 05:48:22,701][INFO] --PGD sample 71 image
[2024-11-12 05:48:26,722][INFO] --PGD sample 72 image
[2024-11-12 05:48:30,729][INFO] --PGD sample 73 image
[2024-11-12 05:48:34,770][INFO] --PGD sample 74 image
[2024-11-12 05:48:38,783][INFO] --PGD sample 75 image
[2024-11-12 05:48:42,803][INFO] --PGD sample 76 image
[2024-11-12 05:48:46,857][INFO] --PGD sample 77 image
[2024-11-12 05:48:50,860][INFO] --PGD sample 78 image
[2024-11-12 05:48:54,917][INFO] --PGD sample 79 image
[2024-11-12 05:48:58,959][INFO] --PGD sample 80 image
[2024-11-12 05:49:03,004][INFO] --PGD sample 81 image
[2024-11-12 05:49:07,198][INFO] --PGD sample 82 image
[2024-11-12 05:49:11,407][INFO] --PGD sample 83 image
[2024-11-12 05:49:15,610][INFO] --PGD sample 84 image
[2024-11-12 05:49:19,813][INFO] --PGD sample 85 image
[2024-11-12 05:49:24,034][INFO] --PGD sample 86 image
[2024-11-12 05:49:28,234][INFO] --PGD sample 87 image
[2024-11-12 05:49:32,425][INFO] --PGD sample 88 image
[2024-11-12 05:49:36,621][INFO] --PGD sample 89 image
[2024-11-12 05:49:40,794][INFO] --PGD sample 90 image
[2024-11-12 05:49:44,985][INFO] --PGD sample 91 image
[2024-11-12 05:49:49,187][INFO] --PGD sample 92 image
[2024-11-12 05:49:53,388][INFO] --PGD sample 93 image
[2024-11-12 05:49:57,580][INFO] --PGD sample 94 image
[2024-11-12 05:50:01,813][INFO] --PGD sample 95 image
[2024-11-12 05:50:05,727][INFO] --PGD sample 96 image
[2024-11-12 05:50:09,483][INFO] --PGD sample 97 image
[2024-11-12 05:50:13,239][INFO] --PGD sample 98 image
[2024-11-12 05:50:16,990][INFO] --PGD sample 99 image
[2024-11-12 05:50:20,744][INFO] --PGD sample 100 image
[2024-11-12 05:50:24,970][INFO] --get the 0 part of the feature_lb and feature_ub
[2024-11-12 05:50:24,970][INFO] --sample the 1 part of the originalset
[2024-11-12 05:50:24,970][INFO] --PGD sample 1 image
[2024-11-12 05:50:28,735][INFO] --PGD sample 2 image
[2024-11-12 05:50:32,845][INFO] --PGD sample 3 image
[2024-11-12 05:50:37,077][INFO] --PGD sample 4 image
[2024-11-12 05:50:41,051][INFO] --PGD sample 5 image
[2024-11-12 05:50:44,817][INFO] --PGD sample 6 image
[2024-11-12 05:50:48,584][INFO] --PGD sample 7 image
[2024-11-12 05:50:52,798][INFO] --PGD sample 8 image
[2024-11-12 05:50:58,147][INFO] --PGD sample 9 image
[2024-11-12 05:51:03,290][INFO] --PGD sample 10 image
[2024-11-12 05:51:07,640][INFO] --PGD sample 11 image
[2024-11-12 05:51:12,005][INFO] --PGD sample 12 image
[2024-11-12 05:51:16,389][INFO] --PGD sample 13 image
[2024-11-12 05:51:20,765][INFO] --PGD sample 14 image
[2024-11-12 05:51:25,127][INFO] --PGD sample 15 image
[2024-11-12 05:51:29,527][INFO] --PGD sample 16 image
[2024-11-12 05:51:33,922][INFO] --PGD sample 17 image
[2024-11-12 05:51:38,287][INFO] --PGD sample 18 image
[2024-11-12 05:51:42,679][INFO] --PGD sample 19 image
[2024-11-12 05:51:47,064][INFO] --PGD sample 20 image
[2024-11-12 05:51:51,417][INFO] --PGD sample 21 image
[2024-11-12 05:51:55,796][INFO] --PGD sample 22 image
[2024-11-12 05:52:00,160][INFO] --PGD sample 23 image
[2024-11-12 05:52:04,539][INFO] --PGD sample 24 image
[2024-11-12 05:52:08,910][INFO] --PGD sample 25 image
[2024-11-12 05:52:13,300][INFO] --PGD sample 26 image
[2024-11-12 05:52:17,692][INFO] --PGD sample 27 image
[2024-11-12 05:52:22,066][INFO] --PGD sample 28 image
[2024-11-12 05:52:26,469][INFO] --PGD sample 29 image
[2024-11-12 05:52:30,871][INFO] --PGD sample 30 image
[2024-11-12 05:52:35,269][INFO] --PGD sample 31 image
[2024-11-12 05:52:39,660][INFO] --PGD sample 32 image
[2024-11-12 05:52:44,022][INFO] --PGD sample 33 image
[2024-11-12 05:52:48,377][INFO] --PGD sample 34 image
[2024-11-12 05:52:52,734][INFO] --PGD sample 35 image
[2024-11-12 05:52:57,073][INFO] --PGD sample 36 image
[2024-11-12 05:53:01,381][INFO] --PGD sample 37 image
[2024-11-12 05:53:05,703][INFO] --PGD sample 38 image
[2024-11-12 05:53:10,039][INFO] --PGD sample 39 image
[2024-11-12 05:53:14,353][INFO] --PGD sample 40 image
[2024-11-12 05:53:18,673][INFO] --PGD sample 41 image
[2024-11-12 05:53:22,978][INFO] --PGD sample 42 image
[2024-11-12 05:53:27,260][INFO] --PGD sample 43 image
[2024-11-12 05:53:31,553][INFO] --PGD sample 44 image
[2024-11-12 05:53:35,854][INFO] --PGD sample 45 image
[2024-11-12 05:53:40,161][INFO] --PGD sample 46 image
[2024-11-12 05:53:44,467][INFO] --PGD sample 47 image
[2024-11-12 05:53:48,770][INFO] --PGD sample 48 image
[2024-11-12 05:53:53,062][INFO] --PGD sample 49 image
[2024-11-12 05:53:57,350][INFO] --PGD sample 50 image
[2024-11-12 05:54:01,607][INFO] --PGD sample 51 image
[2024-11-12 05:54:05,925][INFO] --PGD sample 52 image
[2024-11-12 05:54:10,202][INFO] --PGD sample 53 image
[2024-11-12 05:54:14,495][INFO] --PGD sample 54 image
[2024-11-12 05:54:18,803][INFO] --PGD sample 55 image
[2024-11-12 05:54:23,114][INFO] --PGD sample 56 image
[2024-11-12 05:54:27,429][INFO] --PGD sample 57 image
[2024-11-12 05:54:31,743][INFO] --PGD sample 58 image
[2024-11-12 05:54:36,058][INFO] --PGD sample 59 image
[2024-11-12 05:54:40,370][INFO] --PGD sample 60 image
[2024-11-12 05:54:44,687][INFO] --PGD sample 61 image
[2024-11-12 05:54:49,003][INFO] --PGD sample 62 image
[2024-11-12 05:54:53,312][INFO] --PGD sample 63 image
[2024-11-12 05:54:57,625][INFO] --PGD sample 64 image
[2024-11-12 05:55:01,943][INFO] --PGD sample 65 image
[2024-11-12 05:55:06,261][INFO] --PGD sample 66 image
[2024-11-12 05:55:10,560][INFO] --PGD sample 67 image
[2024-11-12 05:55:14,881][INFO] --PGD sample 68 image
[2024-11-12 05:55:19,195][INFO] --PGD sample 69 image
[2024-11-12 05:55:23,506][INFO] --PGD sample 70 image
[2024-11-12 05:55:27,803][INFO] --PGD sample 71 image
[2024-11-12 05:55:32,101][INFO] --PGD sample 72 image
[2024-11-12 05:55:36,430][INFO] --PGD sample 73 image
[2024-11-12 05:55:40,747][INFO] --PGD sample 74 image
[2024-11-12 05:55:45,068][INFO] --PGD sample 75 image
[2024-11-12 05:55:49,381][INFO] --PGD sample 76 image
[2024-11-12 05:55:53,703][INFO] --PGD sample 77 image
[2024-11-12 05:55:58,001][INFO] --PGD sample 78 image
[2024-11-12 05:56:02,338][INFO] --PGD sample 79 image
[2024-11-12 05:56:06,690][INFO] --PGD sample 80 image
[2024-11-12 05:56:11,053][INFO] --PGD sample 81 image
[2024-11-12 05:56:15,414][INFO] --PGD sample 82 image
[2024-11-12 05:56:19,771][INFO] --PGD sample 83 image
[2024-11-12 05:56:24,124][INFO] --PGD sample 84 image
[2024-11-12 05:56:28,480][INFO] --PGD sample 85 image
[2024-11-12 05:56:32,835][INFO] --PGD sample 86 image
[2024-11-12 05:56:37,196][INFO] --PGD sample 87 image
[2024-11-12 05:56:41,550][INFO] --PGD sample 88 image
[2024-11-12 05:56:45,911][INFO] --PGD sample 89 image
[2024-11-12 05:56:50,254][INFO] --PGD sample 90 image
[2024-11-12 05:56:54,613][INFO] --PGD sample 91 image
[2024-11-12 05:56:58,972][INFO] --PGD sample 92 image
[2024-11-12 05:57:03,335][INFO] --PGD sample 93 image
[2024-11-12 05:57:07,678][INFO] --PGD sample 94 image
[2024-11-12 05:57:12,041][INFO] --PGD sample 95 image
[2024-11-12 05:57:16,381][INFO] --PGD sample 96 image
[2024-11-12 05:57:20,721][INFO] --PGD sample 97 image
[2024-11-12 05:57:25,060][INFO] --PGD sample 98 image
[2024-11-12 05:57:29,402][INFO] --PGD sample 99 image
[2024-11-12 05:57:33,738][INFO] --PGD sample 100 image
[2024-11-12 05:57:38,522][INFO] --get the 1 part of the feature_lb and feature_ub
[2024-11-12 05:57:41,343][INFO] --Test repair set accuracy 0.0
[2024-11-12 05:57:41,372][INFO] --Patch network: --- feature PatchNet ---
Name: feature patch network 199
--- End of feature PatchNet ---
[2024-11-12 05:57:41,376][INFO] [0m 0s (0.001 seconds)] Start repair part 0: 0
[2024-11-12 05:57:41,376][INFO] [0m 0s (0.001 seconds)] After epoch 0:
[2024-11-12 05:57:41,376][INFO] Loaded 100 abstractions for training.
[2024-11-12 05:57:41,486][INFO] min loss 0.5297296047210693, max loss 39.62508010864258.
[2024-11-12 05:57:41,488][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0], device='cuda:2', dtype=torch.uint8).
[2024-11-12 05:57:41,524][INFO] Test set accuracy 0.8833.
[2024-11-12 05:57:41,524][INFO] repair set accuracy 0.05.
[2024-11-12 05:57:41,524][INFO] attacked test set accuracy 0.046.
[2024-11-12 05:57:41,524][INFO] 
[0m 0s (0.149 seconds)] Starting epoch 1:
[2024-11-12 05:57:41,865][INFO] [0m 0s (0.490 seconds)] After epoch 1:
[2024-11-12 05:57:41,865][INFO] Loaded 100 abstractions for training.
[2024-11-12 05:57:41,977][INFO] min loss 0.0, max loss 0.0.
[2024-11-12 05:57:41,977][INFO] All 100 abstractions certified.
[2024-11-12 05:57:42,013][INFO] Test set accuracy 0.8833.
[2024-11-12 05:57:42,013][INFO] repair set accuracy 1.0.
[2024-11-12 05:57:42,013][INFO] attacked test set accuracy 1.0.
[2024-11-12 05:57:42,047][INFO] Accuracy at every epoch: [0.8833, 0.8833]
[2024-11-12 05:57:42,047][INFO] After 1 epochs / 0m 0s (0.638 seconds), eventually the trained network got certified? True, with 0.8833 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-12 05:57:42,048][INFO] [0m 0s (0.674 seconds)] Start repair part 1: 100
[2024-11-12 05:57:42,048][INFO] [0m 0s (0.674 seconds)] After epoch 0:
[2024-11-12 05:57:42,048][INFO] Loaded 100 abstractions for training.
[2024-11-12 05:57:42,159][INFO] min loss 0.7341279983520508, max loss 65.46080017089844.
[2024-11-12 05:57:42,161][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0], device='cuda:2', dtype=torch.uint8).
[2024-11-12 05:57:42,196][INFO] Test set accuracy 0.8833.
[2024-11-12 05:57:42,197][INFO] repair set accuracy 0.05.
[2024-11-12 05:57:42,197][INFO] attacked test set accuracy 0.065.
[2024-11-12 05:57:42,197][INFO] 
[0m 0s (0.822 seconds)] Starting epoch 1:
[2024-11-12 05:57:42,513][INFO] [0m 1s (1.139 seconds)] After epoch 1:
[2024-11-12 05:57:42,514][INFO] Loaded 100 abstractions for training.
[2024-11-12 05:57:42,625][INFO] min loss 0.0, max loss 0.0.
[2024-11-12 05:57:42,625][INFO] All 100 abstractions certified.
[2024-11-12 05:57:42,661][INFO] Test set accuracy 0.8833.
[2024-11-12 05:57:42,661][INFO] repair set accuracy 1.0.
[2024-11-12 05:57:42,661][INFO] attacked test set accuracy 1.0.
[2024-11-12 05:57:42,695][INFO] Accuracy at every epoch: [0.8833, 0.8833]
[2024-11-12 05:57:42,695][INFO] After 1 epochs / 0m 1s (1.286 seconds), eventually the trained network got certified? True, with 0.8833 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-11-12 05:57:42,695][INFO] final test
[2024-11-12 05:57:42,700][INFO] --Test set accuracy 0.8833
[2024-11-12 05:57:42,727][INFO] --Test repair set accuracy 1.0
[2024-11-12 05:57:42,754][INFO] --Test attack test set accuracy 1.0
[2024-11-12 05:57:42,755][INFO] traing time 1.3797872639261186s
[2024-11-12 05:57:42,760][INFO] === Avg <epochs, train_time, certified, accuracy> for pgd attack networks:
[2024-11-12 05:57:42,760][INFO] tensor([1.0000, 1.2864, 1.0000, 0.8833])
[2024-11-12 05:57:42,761][INFO] Total Cost Time: 870.0195086360909s.



