[2024-11-11 11:30:53,045][INFO] 
===== vgg19-4-feature-500-2024-11-11-11-30-53 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0004
  lr: 1
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: vgg19
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 4
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x75f726268d30>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x75f75ebde0d0>
[2024-11-11 11:35:08,677][INFO] --PGD sample 52 image
[2024-11-11 11:35:13,635][INFO] --PGD sample 53 image
[2024-11-11 11:35:18,593][INFO] --PGD sample 54 image
[2024-11-11 11:35:23,548][INFO] --PGD sample 55 image
[2024-11-11 11:35:28,527][INFO] --PGD sample 56 image
[2024-11-11 11:35:33,498][INFO] --PGD sample 57 image
[2024-11-11 11:35:38,445][INFO] --PGD sample 58 image
[2024-11-11 11:35:43,372][INFO] --PGD sample 59 image
[2024-11-11 11:35:48,279][INFO] --PGD sample 60 image
[2024-11-11 11:35:53,170][INFO] --PGD sample 61 image
[2024-11-11 11:35:58,067][INFO] --PGD sample 62 image
[2024-11-11 11:36:02,967][INFO] --PGD sample 63 image
[2024-11-11 11:36:07,857][INFO] --PGD sample 64 image
[2024-11-11 11:36:12,767][INFO] --PGD sample 65 image
[2024-11-11 11:36:17,678][INFO] --PGD sample 66 image
[2024-11-11 11:36:22,599][INFO] --PGD sample 67 image
[2024-11-11 11:36:27,521][INFO] --PGD sample 68 image
[2024-11-11 11:36:32,438][INFO] --PGD sample 69 image
[2024-11-11 11:36:37,394][INFO] --PGD sample 70 image
[2024-11-11 11:36:42,342][INFO] --PGD sample 71 image
[2024-11-11 11:36:47,276][INFO] --PGD sample 72 image
[2024-11-11 11:36:52,222][INFO] --PGD sample 73 image
[2024-11-11 11:36:57,198][INFO] --PGD sample 74 image
[2024-11-11 11:37:02,193][INFO] --PGD sample 75 image
[2024-11-11 11:37:07,170][INFO] --PGD sample 76 image
[2024-11-11 11:37:12,143][INFO] --PGD sample 77 image
[2024-11-11 11:37:17,096][INFO] --PGD sample 78 image
[2024-11-11 11:37:22,092][INFO] --PGD sample 79 image
[2024-11-11 11:37:27,064][INFO] --PGD sample 80 image
[2024-11-11 11:37:32,035][INFO] --PGD sample 81 image
[2024-11-11 11:37:37,000][INFO] --PGD sample 82 image
[2024-11-11 11:37:41,977][INFO] --PGD sample 83 image
[2024-11-11 11:37:46,949][INFO] --PGD sample 84 image
[2024-11-11 11:37:51,920][INFO] --PGD sample 85 image
[2024-11-11 11:37:56,874][INFO] --PGD sample 86 image
[2024-11-11 11:38:01,816][INFO] --PGD sample 87 image
[2024-11-11 11:38:06,775][INFO] --PGD sample 88 image
[2024-11-11 11:38:11,732][INFO] --PGD sample 89 image
[2024-11-11 11:38:16,689][INFO] --PGD sample 90 image
[2024-11-11 11:38:21,644][INFO] --PGD sample 91 image
[2024-11-11 11:38:26,615][INFO] --PGD sample 92 image
[2024-11-11 11:38:31,580][INFO] --PGD sample 93 image
[2024-11-11 11:38:36,531][INFO] --PGD sample 94 image
[2024-11-11 11:38:41,485][INFO] --PGD sample 95 image
[2024-11-11 11:38:46,428][INFO] --PGD sample 96 image
[2024-11-11 11:38:51,330][INFO] --PGD sample 97 image
[2024-11-11 11:38:56,298][INFO] --PGD sample 98 image
[2024-11-11 11:39:01,273][INFO] --PGD sample 99 image
[2024-11-11 11:39:06,253][INFO] --PGD sample 100 image
[2024-11-11 11:39:13,530][INFO] --get the 0 part of the feature_lb and feature_ub
[2024-11-11 11:39:13,531][INFO] --sample the 1 part of the originalset
[2024-11-11 11:39:13,531][INFO] --PGD sample 1 image
[2024-11-11 11:39:18,445][INFO] --PGD sample 2 image
[2024-11-11 11:39:23,392][INFO] --PGD sample 3 image
[2024-11-11 11:39:28,322][INFO] --PGD sample 4 image
[2024-11-11 11:39:33,260][INFO] --PGD sample 5 image
[2024-11-11 11:39:38,241][INFO] --PGD sample 6 image
[2024-11-11 11:39:43,191][INFO] --PGD sample 7 image
[2024-11-11 11:39:48,127][INFO] --PGD sample 8 image
[2024-11-11 11:39:53,064][INFO] --PGD sample 9 image
[2024-11-11 11:39:58,009][INFO] --PGD sample 10 image
[2024-11-11 11:40:02,953][INFO] --PGD sample 11 image
[2024-11-11 11:40:07,869][INFO] --PGD sample 12 image
[2024-11-11 11:40:12,795][INFO] --PGD sample 13 image
[2024-11-11 11:40:17,728][INFO] --PGD sample 14 image
[2024-11-11 11:40:22,675][INFO] --PGD sample 15 image
[2024-11-11 11:40:27,597][INFO] --PGD sample 16 image
[2024-11-11 11:40:32,505][INFO] --PGD sample 17 image
[2024-11-11 11:40:37,436][INFO] --PGD sample 18 image
[2024-11-11 11:40:42,418][INFO] --PGD sample 19 image
[2024-11-11 11:40:47,377][INFO] --PGD sample 20 image
[2024-11-11 11:40:52,334][INFO] --PGD sample 21 image
[2024-11-11 11:40:57,300][INFO] --PGD sample 22 image
[2024-11-11 11:41:02,221][INFO] --PGD sample 23 image
[2024-11-11 11:41:07,149][INFO] --PGD sample 24 image
[2024-11-11 11:41:12,103][INFO] --PGD sample 25 image
[2024-11-11 11:41:17,039][INFO] --PGD sample 26 image
[2024-11-11 11:41:21,970][INFO] --PGD sample 27 image
[2024-11-11 11:41:26,894][INFO] --PGD sample 28 image
[2024-11-11 11:41:31,806][INFO] --PGD sample 29 image
[2024-11-11 11:41:36,729][INFO] --PGD sample 30 image
[2024-11-11 11:41:41,642][INFO] --PGD sample 31 image
[2024-11-11 11:41:46,586][INFO] --PGD sample 32 image
[2024-11-11 11:41:51,507][INFO] --PGD sample 33 image
[2024-11-11 11:41:56,440][INFO] --PGD sample 34 image
[2024-11-11 11:42:01,390][INFO] --PGD sample 35 image
[2024-11-11 11:42:06,313][INFO] --PGD sample 36 image
[2024-11-11 11:42:11,219][INFO] --PGD sample 37 image
[2024-11-11 11:42:16,135][INFO] --PGD sample 38 image
[2024-11-11 11:42:21,073][INFO] --PGD sample 39 image
[2024-11-11 11:42:25,999][INFO] --PGD sample 40 image
[2024-11-11 11:42:30,953][INFO] --PGD sample 41 image
[2024-11-11 11:42:35,874][INFO] --PGD sample 42 image
[2024-11-11 11:42:40,796][INFO] --PGD sample 43 image
[2024-11-11 11:42:45,701][INFO] --PGD sample 44 image
[2024-11-11 11:42:50,614][INFO] --PGD sample 45 image
[2024-11-11 11:42:55,528][INFO] --PGD sample 46 image
[2024-11-11 11:43:00,451][INFO] --PGD sample 47 image
[2024-11-11 11:43:05,376][INFO] --PGD sample 48 image
[2024-11-11 11:43:10,320][INFO] --PGD sample 49 image
[2024-11-11 11:43:15,220][INFO] --PGD sample 50 image
[2024-11-11 11:43:20,131][INFO] --PGD sample 51 image
[2024-11-11 11:43:25,031][INFO] --PGD sample 52 image
[2024-11-11 11:43:29,931][INFO] --PGD sample 53 image
[2024-11-11 11:43:34,845][INFO] --PGD sample 54 image
[2024-11-11 11:43:39,764][INFO] --PGD sample 55 image
[2024-11-11 11:43:44,701][INFO] --PGD sample 56 image
[2024-11-11 11:43:49,676][INFO] --PGD sample 57 image
[2024-11-11 11:43:54,633][INFO] --PGD sample 58 image
[2024-11-11 11:43:59,576][INFO] --PGD sample 59 image
[2024-11-11 11:44:04,527][INFO] --PGD sample 60 image
[2024-11-11 11:44:09,482][INFO] --PGD sample 61 image
[2024-11-11 11:44:14,450][INFO] --PGD sample 62 image
[2024-11-11 11:44:19,442][INFO] --PGD sample 63 image
[2024-11-11 11:44:24,436][INFO] --PGD sample 64 image
[2024-11-11 11:44:29,388][INFO] --PGD sample 65 image
[2024-11-11 11:44:34,332][INFO] --PGD sample 66 image
[2024-11-11 11:44:39,280][INFO] --PGD sample 67 image
[2024-11-11 11:44:44,260][INFO] --PGD sample 68 image
[2024-11-11 11:44:49,214][INFO] --PGD sample 69 image
[2024-11-11 11:44:54,158][INFO] --PGD sample 70 image
[2024-11-11 11:44:59,083][INFO] --PGD sample 71 image
[2024-11-11 11:45:04,019][INFO] --PGD sample 72 image
[2024-11-11 11:45:08,961][INFO] --PGD sample 73 image
[2024-11-11 11:45:13,911][INFO] --PGD sample 74 image
[2024-11-11 11:45:18,854][INFO] --PGD sample 75 image
[2024-11-11 11:45:23,836][INFO] --PGD sample 76 image
[2024-11-11 11:45:28,769][INFO] --PGD sample 77 image
[2024-11-11 11:45:33,729][INFO] --PGD sample 78 image
[2024-11-11 11:45:38,661][INFO] --PGD sample 79 image
[2024-11-11 11:45:43,589][INFO] --PGD sample 80 image
[2024-11-11 11:45:48,517][INFO] --PGD sample 81 image
[2024-11-11 11:45:53,457][INFO] --PGD sample 82 image
[2024-11-11 11:45:58,412][INFO] --PGD sample 83 image
[2024-11-11 11:46:03,345][INFO] --PGD sample 84 image
[2024-11-11 11:46:08,283][INFO] --PGD sample 85 image
[2024-11-11 11:46:13,253][INFO] --PGD sample 86 image
[2024-11-11 11:46:18,243][INFO] --PGD sample 87 image
[2024-11-11 11:46:23,208][INFO] --PGD sample 88 image
[2024-11-11 11:46:28,189][INFO] --PGD sample 89 image
[2024-11-11 11:46:33,140][INFO] --PGD sample 90 image
[2024-11-11 11:46:38,116][INFO] --PGD sample 91 image
[2024-11-11 11:46:43,075][INFO] --PGD sample 92 image
[2024-11-11 11:46:48,034][INFO] --PGD sample 93 image
[2024-11-11 11:46:52,997][INFO] --PGD sample 94 image
[2024-11-11 11:46:57,962][INFO] --PGD sample 95 image
[2024-11-11 11:47:02,933][INFO] --PGD sample 96 image
[2024-11-11 11:47:07,906][INFO] --PGD sample 97 image
[2024-11-11 11:47:12,865][INFO] --PGD sample 98 image
[2024-11-11 11:47:17,833][INFO] --PGD sample 99 image
[2024-11-11 11:47:22,816][INFO] --PGD sample 100 image
[2024-11-11 11:47:30,169][INFO] --get the 1 part of the feature_lb and feature_ub
[2024-11-11 11:47:30,169][INFO] --sample the 2 part of the originalset
[2024-11-11 11:47:30,170][INFO] --PGD sample 1 image
[2024-11-11 11:47:35,099][INFO] --PGD sample 2 image
[2024-11-11 11:47:40,039][INFO] --PGD sample 3 image
[2024-11-11 11:47:45,005][INFO] --PGD sample 4 image
[2024-11-11 11:47:49,957][INFO] --PGD sample 5 image
[2024-11-11 11:47:54,903][INFO] --PGD sample 6 image
[2024-11-11 11:47:59,845][INFO] --PGD sample 7 image
[2024-11-11 11:48:04,720][INFO] --PGD sample 8 image
[2024-11-11 11:48:09,564][INFO] --PGD sample 9 image
[2024-11-11 11:48:14,510][INFO] --PGD sample 10 image
[2024-11-11 11:48:19,476][INFO] --PGD sample 11 image
[2024-11-11 11:48:24,430][INFO] --PGD sample 12 image
[2024-11-11 11:48:29,386][INFO] --PGD sample 13 image
[2024-11-11 11:48:34,357][INFO] --PGD sample 14 image
[2024-11-11 11:48:39,315][INFO] --PGD sample 15 image
[2024-11-11 11:48:44,260][INFO] --PGD sample 16 image
[2024-11-11 11:48:49,195][INFO] --PGD sample 17 image
[2024-11-11 11:48:54,125][INFO] --PGD sample 18 image
[2024-11-11 11:48:59,069][INFO] --PGD sample 19 image
[2024-11-11 11:49:04,007][INFO] --PGD sample 20 image
[2024-11-11 11:49:08,922][INFO] --PGD sample 21 image
[2024-11-11 11:49:13,874][INFO] --PGD sample 22 image
[2024-11-11 11:49:18,788][INFO] --PGD sample 23 image
[2024-11-11 11:49:23,722][INFO] --PGD sample 24 image
[2024-11-11 11:49:28,655][INFO] --PGD sample 25 image
[2024-11-11 11:49:33,617][INFO] --PGD sample 26 image
[2024-11-11 11:49:38,548][INFO] --PGD sample 27 image
[2024-11-11 11:49:43,489][INFO] --PGD sample 28 image
[2024-11-11 11:49:48,422][INFO] --PGD sample 29 image
[2024-11-11 11:49:53,410][INFO] --PGD sample 30 image
[2024-11-11 11:49:58,361][INFO] --PGD sample 31 image
[2024-11-11 11:50:03,309][INFO] --PGD sample 32 image
[2024-11-11 11:50:08,249][INFO] --PGD sample 33 image
[2024-11-11 11:50:13,228][INFO] --PGD sample 34 image
[2024-11-11 11:50:18,156][INFO] --PGD sample 35 image
[2024-11-11 11:50:23,087][INFO] --PGD sample 36 image
[2024-11-11 11:50:27,992][INFO] --PGD sample 37 image
[2024-11-11 11:50:32,920][INFO] --PGD sample 38 image
[2024-11-11 11:50:37,843][INFO] --PGD sample 39 image
[2024-11-11 11:50:42,786][INFO] --PGD sample 40 image
[2024-11-11 11:50:47,728][INFO] --PGD sample 41 image
[2024-11-11 11:50:52,717][INFO] --PGD sample 42 image
[2024-11-11 11:50:57,668][INFO] --PGD sample 43 image
[2024-11-11 11:51:02,619][INFO] --PGD sample 44 image
[2024-11-11 11:51:07,567][INFO] --PGD sample 45 image
[2024-11-11 11:51:12,522][INFO] --PGD sample 46 image
[2024-11-11 11:51:17,478][INFO] --PGD sample 47 image
[2024-11-11 11:51:22,429][INFO] --PGD sample 48 image
[2024-11-11 11:51:27,372][INFO] --PGD sample 49 image
[2024-11-11 11:51:32,315][INFO] --PGD sample 50 image
[2024-11-11 11:51:37,313][INFO] --PGD sample 51 image
[2024-11-11 11:51:42,265][INFO] --PGD sample 52 image
[2024-11-11 11:51:47,208][INFO] --PGD sample 53 image
[2024-11-11 11:51:52,165][INFO] --PGD sample 54 image
[2024-11-11 11:51:57,157][INFO] --PGD sample 55 image
[2024-11-11 11:52:02,123][INFO] --PGD sample 56 image
[2024-11-11 11:52:07,087][INFO] --PGD sample 57 image
[2024-11-11 11:52:12,054][INFO] --PGD sample 58 image
[2024-11-11 11:52:17,072][INFO] --PGD sample 59 image
[2024-11-11 11:52:22,044][INFO] --PGD sample 60 image
[2024-11-11 11:52:27,017][INFO] --PGD sample 61 image
[2024-11-11 11:52:32,001][INFO] --PGD sample 62 image
[2024-11-11 11:52:36,978][INFO] --PGD sample 63 image
[2024-11-11 11:52:41,956][INFO] --PGD sample 64 image
[2024-11-11 11:52:46,933][INFO] --PGD sample 65 image
[2024-11-11 11:52:51,913][INFO] --PGD sample 66 image
[2024-11-11 11:52:56,915][INFO] --PGD sample 67 image
[2024-11-11 11:53:01,811][INFO] --PGD sample 68 image
[2024-11-11 11:53:06,768][INFO] --PGD sample 69 image
[2024-11-11 11:53:11,683][INFO] --PGD sample 70 image
[2024-11-11 11:53:16,584][INFO] --PGD sample 71 image
[2024-11-11 11:53:21,478][INFO] --PGD sample 72 image
[2024-11-11 11:53:26,360][INFO] --PGD sample 73 image
[2024-11-11 11:53:31,242][INFO] --PGD sample 74 image
[2024-11-11 11:53:36,122][INFO] --PGD sample 75 image
[2024-11-11 11:53:41,018][INFO] --PGD sample 76 image
[2024-11-11 11:53:45,895][INFO] --PGD sample 77 image
[2024-11-11 11:53:50,792][INFO] --PGD sample 78 image
[2024-11-11 11:53:55,694][INFO] --PGD sample 79 image
[2024-11-11 11:54:00,566][INFO] --PGD sample 80 image
[2024-11-11 11:54:05,435][INFO] --PGD sample 81 image
[2024-11-11 11:54:10,352][INFO] --PGD sample 82 image
[2024-11-11 11:54:15,256][INFO] --PGD sample 83 image
[2024-11-11 11:54:20,153][INFO] --PGD sample 84 image
[2024-11-11 11:54:25,035][INFO] --PGD sample 85 image
[2024-11-11 11:54:29,944][INFO] --PGD sample 86 image
[2024-11-11 11:54:34,851][INFO] --PGD sample 87 image
[2024-11-11 11:54:39,802][INFO] --PGD sample 88 image
[2024-11-11 11:54:44,701][INFO] --PGD sample 89 image
[2024-11-11 11:54:49,585][INFO] --PGD sample 90 image
[2024-11-11 11:54:54,489][INFO] --PGD sample 91 image
[2024-11-11 11:54:59,391][INFO] --PGD sample 92 image
[2024-11-11 11:55:04,307][INFO] --PGD sample 93 image
[2024-11-11 11:55:09,230][INFO] --PGD sample 94 image
[2024-11-11 11:55:14,155][INFO] --PGD sample 95 image
[2024-11-11 11:55:19,054][INFO] --PGD sample 96 image
[2024-11-11 11:55:23,944][INFO] --PGD sample 97 image
[2024-11-11 11:55:28,840][INFO] --PGD sample 98 image
[2024-11-11 11:55:33,741][INFO] --PGD sample 99 image
[2024-11-11 11:55:38,638][INFO] --PGD sample 100 image
[2024-11-11 11:55:45,867][INFO] --get the 2 part of the feature_lb and feature_ub
[2024-11-11 11:55:45,867][INFO] --sample the 3 part of the originalset
[2024-11-11 11:55:45,867][INFO] --PGD sample 1 image
[2024-11-11 11:55:50,700][INFO] --PGD sample 2 image
[2024-11-11 11:55:55,555][INFO] --PGD sample 3 image
[2024-11-11 11:56:00,395][INFO] --PGD sample 4 image
[2024-11-11 11:56:05,239][INFO] --PGD sample 5 image
[2024-11-11 11:56:10,104][INFO] --PGD sample 6 image
[2024-11-11 11:56:14,950][INFO] --PGD sample 7 image
[2024-11-11 11:56:19,805][INFO] --PGD sample 8 image
[2024-11-11 11:56:24,657][INFO] --PGD sample 9 image
[2024-11-11 11:56:29,500][INFO] --PGD sample 10 image
[2024-11-11 11:56:34,359][INFO] --PGD sample 11 image
[2024-11-11 11:56:39,143][INFO] --PGD sample 12 image
[2024-11-11 11:56:43,885][INFO] --PGD sample 13 image
[2024-11-11 11:56:48,642][INFO] --PGD sample 14 image
[2024-11-11 11:56:53,406][INFO] --PGD sample 15 image
[2024-11-11 11:56:58,172][INFO] --PGD sample 16 image
[2024-11-11 11:57:02,998][INFO] --PGD sample 17 image
[2024-11-11 11:57:07,874][INFO] --PGD sample 18 image
[2024-11-11 11:57:12,748][INFO] --PGD sample 19 image
[2024-11-11 11:57:17,595][INFO] --PGD sample 20 image
[2024-11-11 11:57:22,453][INFO] --PGD sample 21 image
[2024-11-11 11:57:27,406][INFO] --PGD sample 22 image
[2024-11-11 11:57:32,272][INFO] --PGD sample 23 image
[2024-11-11 11:57:37,143][INFO] --PGD sample 24 image
[2024-11-11 11:57:42,004][INFO] --PGD sample 25 image
[2024-11-11 11:57:46,877][INFO] --PGD sample 26 image
[2024-11-11 11:57:51,788][INFO] --PGD sample 27 image
[2024-11-11 11:57:56,701][INFO] --PGD sample 28 image
[2024-11-11 11:58:01,573][INFO] --PGD sample 29 image
[2024-11-11 11:58:06,468][INFO] --PGD sample 30 image
[2024-11-11 11:58:11,377][INFO] --PGD sample 31 image
[2024-11-11 11:58:16,282][INFO] --PGD sample 32 image
[2024-11-11 11:58:21,186][INFO] --PGD sample 33 image
[2024-11-11 11:58:26,106][INFO] --PGD sample 34 image
[2024-11-11 11:58:31,014][INFO] --PGD sample 35 image
[2024-11-11 11:58:35,928][INFO] --PGD sample 36 image
[2024-11-11 11:58:40,842][INFO] --PGD sample 37 image
[2024-11-11 11:58:45,743][INFO] --PGD sample 38 image
[2024-11-11 11:58:50,630][INFO] --PGD sample 39 image
[2024-11-11 11:58:55,490][INFO] --PGD sample 40 image
[2024-11-11 11:59:00,352][INFO] --PGD sample 41 image
[2024-11-11 11:59:05,191][INFO] --PGD sample 42 image
[2024-11-11 11:59:10,059][INFO] --PGD sample 43 image
[2024-11-11 11:59:14,948][INFO] --PGD sample 44 image
[2024-11-11 11:59:19,828][INFO] --PGD sample 45 image
[2024-11-11 11:59:24,715][INFO] --PGD sample 46 image
[2024-11-11 11:59:29,596][INFO] --PGD sample 47 image
[2024-11-11 11:59:34,475][INFO] --PGD sample 48 image
[2024-11-11 11:59:39,372][INFO] --PGD sample 49 image
[2024-11-11 11:59:44,256][INFO] --PGD sample 50 image
[2024-11-11 11:59:49,115][INFO] --PGD sample 51 image
[2024-11-11 11:59:53,992][INFO] --PGD sample 52 image
[2024-11-11 11:59:58,850][INFO] --PGD sample 53 image
[2024-11-11 12:00:03,877][INFO] --PGD sample 54 image
[2024-11-11 12:00:08,723][INFO] --PGD sample 55 image
[2024-11-11 12:00:13,569][INFO] --PGD sample 56 image
[2024-11-11 12:00:18,430][INFO] --PGD sample 57 image
[2024-11-11 12:00:23,291][INFO] --PGD sample 58 image
[2024-11-11 12:00:28,144][INFO] --PGD sample 59 image
[2024-11-11 12:00:32,997][INFO] --PGD sample 60 image
[2024-11-11 12:00:37,856][INFO] --PGD sample 61 image
[2024-11-11 12:00:42,714][INFO] --PGD sample 62 image
[2024-11-11 12:00:47,785][INFO] --PGD sample 63 image
[2024-11-11 12:00:52,694][INFO] --PGD sample 64 image
[2024-11-11 12:00:57,625][INFO] --PGD sample 65 image
[2024-11-11 12:01:02,529][INFO] --PGD sample 66 image
[2024-11-11 12:01:07,432][INFO] --PGD sample 67 image
[2024-11-11 12:01:12,343][INFO] --PGD sample 68 image
[2024-11-11 12:01:17,258][INFO] --PGD sample 69 image
[2024-11-11 12:01:22,158][INFO] --PGD sample 70 image
[2024-11-11 12:01:27,062][INFO] --PGD sample 71 image
[2024-11-11 12:01:31,961][INFO] --PGD sample 72 image
[2024-11-11 12:01:36,869][INFO] --PGD sample 73 image
[2024-11-11 12:01:41,792][INFO] --PGD sample 74 image
[2024-11-11 12:01:46,695][INFO] --PGD sample 75 image
[2024-11-11 12:01:51,597][INFO] --PGD sample 76 image
[2024-11-11 12:01:56,490][INFO] --PGD sample 77 image
[2024-11-11 12:02:01,374][INFO] --PGD sample 78 image
[2024-11-11 12:02:06,256][INFO] --PGD sample 79 image
[2024-11-11 12:02:11,125][INFO] --PGD sample 80 image
[2024-11-11 12:02:16,000][INFO] --PGD sample 81 image
[2024-11-11 12:02:20,877][INFO] --PGD sample 82 image
[2024-11-11 12:02:25,760][INFO] --PGD sample 83 image
[2024-11-11 12:02:30,628][INFO] --PGD sample 84 image
[2024-11-11 12:02:35,509][INFO] --PGD sample 85 image
[2024-11-11 12:02:40,384][INFO] --PGD sample 86 image
[2024-11-11 12:02:45,273][INFO] --PGD sample 87 image
[2024-11-11 12:02:50,178][INFO] --PGD sample 88 image
[2024-11-11 12:02:55,074][INFO] --PGD sample 89 image
[2024-11-11 12:02:59,787][INFO] --PGD sample 90 image
[2024-11-11 12:03:04,634][INFO] --PGD sample 91 image
[2024-11-11 12:03:09,538][INFO] --PGD sample 92 image
[2024-11-11 12:03:14,440][INFO] --PGD sample 93 image
[2024-11-11 12:03:19,410][INFO] --PGD sample 94 image
[2024-11-11 12:03:24,315][INFO] --PGD sample 95 image
[2024-11-11 12:03:29,211][INFO] --PGD sample 96 image
[2024-11-11 12:03:34,137][INFO] --PGD sample 97 image
[2024-11-11 12:03:39,032][INFO] --PGD sample 98 image
[2024-11-11 12:03:43,924][INFO] --PGD sample 99 image
[2024-11-11 12:03:48,824][INFO] --PGD sample 100 image
