[2023-12-21 16:15:47,995][INFO] 
===== FNN_big-0.3-50-small-2023-12-21-16-15-47 configuration =====
  exp_fn: test_goal_test
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 800
  tiny_width: 0.001
  lr: 0.001
  batch_size: 50
  min_epochs: 25
  max_epochs: 45
  use_scheduler: True
  no_pts: False
  no_abs: False
  no_refine: False
  quiet: False
  debug: False
  net: FNN_big
  no_repair: False
  repair_number: 50
  repair_batchsize: 1
  patch_size: small
  repair_radius: 0.3
  divided_repair: 1
  accuracy_loss: <function MnistArgParser.setup_rest.<locals>.ce_loss at 0x7f5c6a982f70>
  sample_amount: 5000
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  repair_batch_size: 50
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f5c6a982dc0>
[2023-12-21 16:15:49,532][INFO] --epoch 161 loss 2.2675098180770874
[2023-12-21 16:15:49,541][INFO] --epoch 162 loss 2.267464518547058
[2023-12-21 16:15:49,550][INFO] --epoch 163 loss 2.2672582864761353
[2023-12-21 16:15:49,561][INFO] --epoch 164 loss 2.2669597864151
[2023-12-21 16:15:49,570][INFO] --epoch 165 loss 2.2675052881240845
[2023-12-21 16:15:49,579][INFO] --epoch 166 loss 2.266903042793274
[2023-12-21 16:15:49,589][INFO] --epoch 167 loss 2.2672401666641235
[2023-12-21 16:15:49,598][INFO] --epoch 168 loss 2.2680362462997437
[2023-12-21 16:15:49,607][INFO] --epoch 169 loss 2.2682387828826904
[2023-12-21 16:15:49,616][INFO] --epoch 170 loss 2.267249584197998
[2023-12-21 16:15:49,626][INFO] --epoch 171 loss 2.267555594444275
[2023-12-21 16:15:49,633][INFO] --epoch 172 loss 2.2671549320220947
[2023-12-21 16:15:49,641][INFO] --epoch 173 loss 2.2683863639831543
[2023-12-21 16:15:49,648][INFO] --epoch 174 loss 2.266882538795471
[2023-12-21 16:15:49,657][INFO] --epoch 175 loss 2.267681360244751
[2023-12-21 16:15:49,666][INFO] --epoch 176 loss 2.2677876949310303
[2023-12-21 16:15:49,675][INFO] --epoch 177 loss 2.2669100761413574
[2023-12-21 16:15:49,683][INFO] --epoch 178 loss 2.267447829246521
[2023-12-21 16:15:49,693][INFO] --epoch 179 loss 2.2678064107894897
[2023-12-21 16:15:49,703][INFO] --epoch 180 loss 2.267893671989441
[2023-12-21 16:15:49,712][INFO] --epoch 181 loss 2.266379475593567
[2023-12-21 16:15:49,721][INFO] --epoch 182 loss 2.2660253047943115
[2023-12-21 16:15:49,730][INFO] --epoch 183 loss 2.2669413089752197
[2023-12-21 16:15:49,739][INFO] --epoch 184 loss 2.2668702602386475
[2023-12-21 16:15:49,749][INFO] --epoch 185 loss 2.2673648595809937
[2023-12-21 16:15:49,756][INFO] --epoch 186 loss 2.2690892219543457
[2023-12-21 16:15:49,763][INFO] --epoch 187 loss 2.267656683921814
[2023-12-21 16:15:49,769][INFO] --epoch 188 loss 2.2646197080612183
[2023-12-21 16:15:49,776][INFO] --epoch 189 loss 2.2637526988983154
[2023-12-21 16:15:49,783][INFO] --epoch 190 loss 2.26581072807312
[2023-12-21 16:15:49,789][INFO] --epoch 191 loss 2.2625744342803955
[2023-12-21 16:15:49,796][INFO] --epoch 192 loss 2.2612438201904297
[2023-12-21 16:15:49,802][INFO] --epoch 193 loss 2.2637686729431152
[2023-12-21 16:15:49,808][INFO] --epoch 194 loss 2.260761857032776
[2023-12-21 16:15:49,816][INFO] --epoch 195 loss 2.260099411010742
[2023-12-21 16:15:49,823][INFO] --epoch 196 loss 2.2590209245681763
[2023-12-21 16:15:49,830][INFO] --epoch 197 loss 2.255764961242676
[2023-12-21 16:15:49,837][INFO] --epoch 198 loss 2.2528092861175537
[2023-12-21 16:15:49,844][INFO] --epoch 199 loss 2.252978563308716
[2023-12-21 16:15:49,844][INFO] --adv training finished
[2023-12-21 16:15:49,884][INFO] --evaluate the adv training net on testset
[2023-12-21 16:15:49,886][INFO] --For testset, out of 10000 items, ratio 0.147
[2023-12-21 16:15:49,886][INFO] --test the defense against autoattack
[2023-12-21 16:15:50,203][INFO] correct1 0
[2023-12-21 16:15:50,572][INFO] correct2 31
[2023-12-21 16:15:50,909][INFO] correct3 0
[2023-12-21 16:15:51,255][INFO] correct1 0
[2023-12-21 16:15:51,667][INFO] correct2 29
[2023-12-21 16:15:51,997][INFO] correct3 0
[2023-12-21 16:15:52,333][INFO] correct1 0
[2023-12-21 16:15:52,714][INFO] correct2 31
[2023-12-21 16:15:53,028][INFO] correct3 0
[2023-12-21 16:15:53,351][INFO] correct1 0
[2023-12-21 16:15:53,718][INFO] correct2 29
[2023-12-21 16:15:54,041][INFO] correct3 0
[2023-12-21 16:15:54,384][INFO] correct1 0
[2023-12-21 16:15:54,753][INFO] correct2 31
[2023-12-21 16:15:55,068][INFO] correct3 0
[2023-12-21 16:15:55,420][INFO] correct1 0
[2023-12-21 16:15:55,795][INFO] correct2 32
[2023-12-21 16:15:56,087][INFO] correct3 0
[2023-12-21 16:15:56,416][INFO] correct1 0
[2023-12-21 16:15:56,796][INFO] correct2 30
[2023-12-21 16:15:57,124][INFO] correct3 0
[2023-12-21 16:15:57,480][INFO] correct1 0
[2023-12-21 16:15:57,864][INFO] correct2 30
[2023-12-21 16:15:58,194][INFO] correct3 0
[2023-12-21 16:15:58,521][INFO] correct1 0
[2023-12-21 16:15:58,900][INFO] correct2 29
[2023-12-21 16:15:59,221][INFO] correct3 0
[2023-12-21 16:15:59,561][INFO] correct1 0
[2023-12-21 16:15:59,930][INFO] correct2 30
[2023-12-21 16:16:00,252][INFO] correct3 0
[2023-12-21 16:16:00,595][INFO] correct1 0
[2023-12-21 16:16:00,977][INFO] correct2 30
[2023-12-21 16:16:01,305][INFO] correct3 0
[2023-12-21 16:16:01,632][INFO] correct1 0
[2023-12-21 16:16:02,027][INFO] correct2 30
[2023-12-21 16:16:02,336][INFO] correct3 0
[2023-12-21 16:16:02,574][INFO] correct1 0
[2023-12-21 16:16:02,882][INFO] correct2 31
[2023-12-21 16:16:03,136][INFO] correct3 0
[2023-12-21 16:16:03,398][INFO] correct1 0
[2023-12-21 16:16:03,697][INFO] correct2 31
[2023-12-21 16:16:03,958][INFO] correct3 0
[2023-12-21 16:16:04,226][INFO] correct1 0
[2023-12-21 16:16:04,535][INFO] correct2 29
[2023-12-21 16:16:04,790][INFO] correct3 0
[2023-12-21 16:16:05,070][INFO] correct1 0
[2023-12-21 16:16:05,400][INFO] correct2 31
[2023-12-21 16:16:05,668][INFO] correct3 0
[2023-12-21 16:16:05,930][INFO] correct1 0
[2023-12-21 16:16:06,243][INFO] correct2 30
[2023-12-21 16:16:06,504][INFO] correct3 0
[2023-12-21 16:16:06,760][INFO] correct1 0
[2023-12-21 16:16:07,069][INFO] correct2 31
[2023-12-21 16:16:07,334][INFO] correct3 0
[2023-12-21 16:16:07,605][INFO] correct1 0
[2023-12-21 16:16:07,938][INFO] correct2 30
[2023-12-21 16:16:08,201][INFO] correct3 0
[2023-12-21 16:16:08,463][INFO] correct1 0
[2023-12-21 16:16:08,773][INFO] correct2 29
[2023-12-21 16:16:09,041][INFO] correct3 0
[2023-12-21 16:16:09,313][INFO] correct1 0
[2023-12-21 16:16:09,622][INFO] correct2 29
[2023-12-21 16:16:09,880][INFO] correct3 0
[2023-12-21 16:16:10,147][INFO] correct1 0
[2023-12-21 16:16:10,465][INFO] correct2 30
[2023-12-21 16:16:10,727][INFO] correct3 0
[2023-12-21 16:16:11,011][INFO] correct1 0
[2023-12-21 16:16:11,320][INFO] correct2 29
[2023-12-21 16:16:11,578][INFO] correct3 0
[2023-12-21 16:16:11,843][INFO] correct1 0
[2023-12-21 16:16:12,146][INFO] correct2 30
[2023-12-21 16:16:12,396][INFO] correct3 0
[2023-12-21 16:16:12,653][INFO] correct1 0
[2023-12-21 16:16:12,965][INFO] correct2 32
[2023-12-21 16:16:13,217][INFO] correct3 0
[2023-12-21 16:16:13,488][INFO] correct1 0
[2023-12-21 16:16:13,795][INFO] correct2 31
[2023-12-21 16:16:14,067][INFO] correct3 0
[2023-12-21 16:16:14,340][INFO] correct1 0
[2023-12-21 16:16:14,645][INFO] correct2 30
[2023-12-21 16:16:14,887][INFO] correct3 0
[2023-12-21 16:16:15,148][INFO] correct1 0
[2023-12-21 16:16:15,462][INFO] correct2 27
[2023-12-21 16:16:15,719][INFO] correct3 0
[2023-12-21 16:16:15,985][INFO] correct1 0
[2023-12-21 16:16:16,287][INFO] correct2 29
[2023-12-21 16:16:16,546][INFO] correct3 0
[2023-12-21 16:16:16,814][INFO] correct1 0
[2023-12-21 16:16:17,106][INFO] correct2 28
[2023-12-21 16:16:17,352][INFO] correct3 0
[2023-12-21 16:16:17,606][INFO] correct1 0
[2023-12-21 16:16:17,915][INFO] correct2 31
[2023-12-21 16:16:18,168][INFO] correct3 0
[2023-12-21 16:16:18,427][INFO] correct1 0
[2023-12-21 16:16:18,731][INFO] correct2 31
[2023-12-21 16:16:18,996][INFO] correct3 0
[2023-12-21 16:16:19,241][INFO] correct1 0
[2023-12-21 16:16:19,534][INFO] correct2 29
[2023-12-21 16:16:19,775][INFO] correct3 0
[2023-12-21 16:16:20,037][INFO] correct1 0
[2023-12-21 16:16:20,334][INFO] correct2 32
[2023-12-21 16:16:20,581][INFO] correct3 0
[2023-12-21 16:16:20,836][INFO] correct1 0
[2023-12-21 16:16:21,130][INFO] correct2 31
[2023-12-21 16:16:21,379][INFO] correct3 0
[2023-12-21 16:16:21,634][INFO] correct1 0
[2023-12-21 16:16:21,935][INFO] correct2 31
[2023-12-21 16:16:22,184][INFO] correct3 0
[2023-12-21 16:16:22,454][INFO] correct1 0
[2023-12-21 16:16:22,756][INFO] correct2 30
[2023-12-21 16:16:23,009][INFO] correct3 0
[2023-12-21 16:16:23,291][INFO] correct1 0
[2023-12-21 16:16:23,575][INFO] correct2 31
[2023-12-21 16:16:23,814][INFO] correct3 0
[2023-12-21 16:16:24,078][INFO] correct1 0
[2023-12-21 16:16:24,384][INFO] correct2 25
[2023-12-21 16:16:24,631][INFO] correct3 0
[2023-12-21 16:16:24,911][INFO] correct1 0
[2023-12-21 16:16:25,207][INFO] correct2 29
[2023-12-21 16:16:25,458][INFO] correct3 0
[2023-12-21 16:16:25,710][INFO] correct1 0
[2023-12-21 16:16:26,003][INFO] correct2 28
[2023-12-21 16:16:26,248][INFO] correct3 0
[2023-12-21 16:16:26,509][INFO] correct1 0
[2023-12-21 16:16:26,809][INFO] correct2 30
[2023-12-21 16:16:27,050][INFO] correct3 0
[2023-12-21 16:16:27,342][INFO] correct1 0
[2023-12-21 16:16:27,624][INFO] correct2 29
[2023-12-21 16:16:27,857][INFO] correct3 0
[2023-12-21 16:16:28,112][INFO] correct1 0
[2023-12-21 16:16:28,400][INFO] correct2 31
[2023-12-21 16:16:28,640][INFO] correct3 0
[2023-12-21 16:16:28,894][INFO] correct1 0
[2023-12-21 16:16:29,197][INFO] correct2 30
[2023-12-21 16:16:29,450][INFO] correct3 0
[2023-12-21 16:16:29,707][INFO] correct1 0
[2023-12-21 16:16:30,005][INFO] correct2 32
[2023-12-21 16:16:30,258][INFO] correct3 0
[2023-12-21 16:16:30,513][INFO] correct1 0
[2023-12-21 16:16:31,186][INFO] correct2 31
[2023-12-21 16:16:31,429][INFO] correct3 0
[2023-12-21 16:16:31,685][INFO] correct1 0
[2023-12-21 16:16:31,986][INFO] correct2 29
[2023-12-21 16:16:32,233][INFO] correct3 0
[2023-12-21 16:16:32,490][INFO] correct1 0
[2023-12-21 16:16:32,772][INFO] correct2 30
[2023-12-21 16:16:33,007][INFO] correct3 0
[2023-12-21 16:16:33,269][INFO] correct1 0
[2023-12-21 16:16:33,556][INFO] correct2 32
[2023-12-21 16:16:33,801][INFO] correct3 0
[2023-12-21 16:16:34,058][INFO] correct1 0
[2023-12-21 16:16:34,351][INFO] correct2 30
[2023-12-21 16:16:34,596][INFO] correct3 0
[2023-12-21 16:16:34,847][INFO] correct1 0
[2023-12-21 16:16:35,160][INFO] correct2 29
[2023-12-21 16:16:35,415][INFO] correct3 0
[2023-12-21 16:16:35,682][INFO] correct1 0
[2023-12-21 16:16:35,981][INFO] correct2 30
[2023-12-21 16:16:36,231][INFO] correct3 0
[2023-12-21 16:16:36,496][INFO] correct1 0
[2023-12-21 16:16:36,815][INFO] correct2 31
[2023-12-21 16:16:37,077][INFO] correct3 0
[2023-12-21 16:16:37,337][INFO] correct1 0
[2023-12-21 16:16:37,633][INFO] correct2 31
[2023-12-21 16:16:37,883][INFO] correct3 0
[2023-12-21 16:16:38,141][INFO] correct1 0
[2023-12-21 16:16:38,448][INFO] correct2 29
[2023-12-21 16:16:38,702][INFO] correct3 0
[2023-12-21 16:16:38,954][INFO] correct1 0
[2023-12-21 16:16:39,252][INFO] correct2 31
[2023-12-21 16:16:39,513][INFO] correct3 0
[2023-12-21 16:16:39,769][INFO] correct1 0
[2023-12-21 16:16:40,073][INFO] correct2 31
[2023-12-21 16:16:40,343][INFO] correct3 0
[2023-12-21 16:16:40,601][INFO] correct1 0
[2023-12-21 16:16:40,896][INFO] correct2 31
[2023-12-21 16:16:41,144][INFO] correct3 0
[2023-12-21 16:16:41,416][INFO] correct1 0
[2023-12-21 16:16:41,717][INFO] correct2 30
[2023-12-21 16:16:41,966][INFO] correct3 0
[2023-12-21 16:16:41,970][INFO] correct1 0
[2023-12-21 16:16:42,265][INFO] correct2 31
[2023-12-21 16:16:42,525][INFO] correct3 0
[2023-12-21 16:16:42,777][INFO] correct1 0
[2023-12-21 16:16:43,429][INFO] correct2 29
[2023-12-21 16:16:44,038][INFO] correct3 0
[2023-12-21 16:16:44,295][INFO] correct1 0
[2023-12-21 16:16:44,590][INFO] correct2 31
