[2024-11-26 07:32:40,299][INFO] 
===== vgg19-8-feature-1000-2024-11-26-07-32-40 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0008
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: vgg19
  no_repair: False
  repair_number: 1000
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 8
  loose_bound: 0.0314
  divided_repair: 10
  accuracy_loss: <function CifarArgParser.setup_rest.<locals>.ce_loss at 0x7cc53aeae040>
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 1000
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7cc451f08700>
[2024-11-26 07:46:27,464][INFO] --PGD sample 96 image
[2024-11-26 07:46:35,996][INFO] --PGD sample 97 image
[2024-11-26 07:46:45,339][INFO] --PGD sample 98 image
[2024-11-26 07:46:54,813][INFO] --PGD sample 99 image
[2024-11-26 07:47:04,333][INFO] --PGD sample 100 image
[2024-11-26 07:47:15,049][INFO] --get the 0 part of the feature_lb and feature_ub
[2024-11-26 07:47:15,049][INFO] --sample the 1 part of the originalset
[2024-11-26 07:47:15,050][INFO] --PGD sample 1 image
[2024-11-26 07:47:24,296][INFO] --PGD sample 2 image
[2024-11-26 07:47:33,513][INFO] --PGD sample 3 image
[2024-11-26 07:47:42,567][INFO] --PGD sample 4 image
[2024-11-26 07:47:51,527][INFO] --PGD sample 5 image
[2024-11-26 07:48:00,066][INFO] --PGD sample 6 image
[2024-11-26 07:48:08,521][INFO] --PGD sample 7 image
[2024-11-26 07:48:17,025][INFO] --PGD sample 8 image
[2024-11-26 07:48:25,419][INFO] --PGD sample 9 image
[2024-11-26 07:48:33,861][INFO] --PGD sample 10 image
[2024-11-26 07:48:42,188][INFO] --PGD sample 11 image
[2024-11-26 07:48:50,493][INFO] --PGD sample 12 image
[2024-11-26 07:48:58,800][INFO] --PGD sample 13 image
[2024-11-26 07:49:07,075][INFO] --PGD sample 14 image
[2024-11-26 07:49:15,392][INFO] --PGD sample 15 image
[2024-11-26 07:49:23,704][INFO] --PGD sample 16 image
[2024-11-26 07:49:32,200][INFO] --PGD sample 17 image
[2024-11-26 07:49:40,583][INFO] --PGD sample 18 image
[2024-11-26 07:49:48,948][INFO] --PGD sample 19 image
[2024-11-26 07:49:57,363][INFO] --PGD sample 20 image
[2024-11-26 07:50:05,711][INFO] --PGD sample 21 image
[2024-11-26 07:50:14,241][INFO] --PGD sample 22 image
[2024-11-26 07:50:22,807][INFO] --PGD sample 23 image
[2024-11-26 07:50:31,128][INFO] --PGD sample 24 image
[2024-11-26 07:50:39,339][INFO] --PGD sample 25 image
[2024-11-26 07:50:47,781][INFO] --PGD sample 26 image
[2024-11-26 07:50:56,280][INFO] --PGD sample 27 image
[2024-11-26 07:51:04,657][INFO] --PGD sample 28 image
[2024-11-26 07:51:13,124][INFO] --PGD sample 29 image
[2024-11-26 07:51:21,437][INFO] --PGD sample 30 image
[2024-11-26 07:51:29,891][INFO] --PGD sample 31 image
[2024-11-26 07:51:38,393][INFO] --PGD sample 32 image
[2024-11-26 07:51:46,653][INFO] --PGD sample 33 image
[2024-11-26 07:51:55,193][INFO] --PGD sample 34 image
[2024-11-26 07:52:04,537][INFO] --PGD sample 35 image
[2024-11-26 07:52:13,873][INFO] --PGD sample 36 image
[2024-11-26 07:52:23,217][INFO] --PGD sample 37 image
[2024-11-26 07:52:32,553][INFO] --PGD sample 38 image
[2024-11-26 07:52:41,650][INFO] --PGD sample 39 image
[2024-11-26 07:52:50,372][INFO] --PGD sample 40 image
[2024-11-26 07:52:58,843][INFO] --PGD sample 41 image
[2024-11-26 07:53:07,358][INFO] --PGD sample 42 image
[2024-11-26 07:53:15,850][INFO] --PGD sample 43 image
[2024-11-26 07:53:24,372][INFO] --PGD sample 44 image
[2024-11-26 07:53:32,821][INFO] --PGD sample 45 image
[2024-11-26 07:53:41,342][INFO] --PGD sample 46 image
[2024-11-26 07:53:49,835][INFO] --PGD sample 47 image
[2024-11-26 07:53:58,569][INFO] --PGD sample 48 image
[2024-11-26 07:54:07,155][INFO] --PGD sample 49 image
[2024-11-26 07:54:15,647][INFO] --PGD sample 50 image
[2024-11-26 07:54:24,090][INFO] --PGD sample 51 image
[2024-11-26 07:54:32,580][INFO] --PGD sample 52 image
[2024-11-26 07:54:41,059][INFO] --PGD sample 53 image
[2024-11-26 07:54:49,539][INFO] --PGD sample 54 image
[2024-11-26 07:54:58,072][INFO] --PGD sample 55 image
[2024-11-26 07:55:06,609][INFO] --PGD sample 56 image
[2024-11-26 07:55:15,122][INFO] --PGD sample 57 image
[2024-11-26 07:55:23,665][INFO] --PGD sample 58 image
[2024-11-26 07:55:32,725][INFO] --PGD sample 59 image
[2024-11-26 07:55:41,537][INFO] --PGD sample 60 image
[2024-11-26 07:55:50,046][INFO] --PGD sample 61 image
[2024-11-26 07:55:58,712][INFO] --PGD sample 62 image
[2024-11-26 07:56:07,752][INFO] --PGD sample 63 image
[2024-11-26 07:56:16,697][INFO] --PGD sample 64 image
[2024-11-26 07:56:25,318][INFO] --PGD sample 65 image
[2024-11-26 07:56:34,571][INFO] --PGD sample 66 image
[2024-11-26 07:56:43,955][INFO] --PGD sample 67 image
[2024-11-26 07:56:53,417][INFO] --PGD sample 68 image
[2024-11-26 07:57:02,860][INFO] --PGD sample 69 image
[2024-11-26 07:57:12,323][INFO] --PGD sample 70 image
[2024-11-26 07:57:21,791][INFO] --PGD sample 71 image
[2024-11-26 07:57:31,261][INFO] --PGD sample 72 image
[2024-11-26 07:57:40,724][INFO] --PGD sample 73 image
[2024-11-26 07:57:50,194][INFO] --PGD sample 74 image
[2024-11-26 07:57:59,656][INFO] --PGD sample 75 image
[2024-11-26 07:58:09,078][INFO] --PGD sample 76 image
[2024-11-26 07:58:18,471][INFO] --PGD sample 77 image
[2024-11-26 07:58:27,865][INFO] --PGD sample 78 image
[2024-11-26 07:58:37,277][INFO] --PGD sample 79 image
[2024-11-26 07:58:46,682][INFO] --PGD sample 80 image
[2024-11-26 07:58:56,082][INFO] --PGD sample 81 image
[2024-11-26 07:59:05,489][INFO] --PGD sample 82 image
[2024-11-26 07:59:14,898][INFO] --PGD sample 83 image
[2024-11-26 07:59:24,307][INFO] --PGD sample 84 image
[2024-11-26 07:59:33,716][INFO] --PGD sample 85 image
[2024-11-26 07:59:43,116][INFO] --PGD sample 86 image
[2024-11-26 07:59:52,511][INFO] --PGD sample 87 image
[2024-11-26 08:00:01,921][INFO] --PGD sample 88 image
[2024-11-26 08:00:11,336][INFO] --PGD sample 89 image
[2024-11-26 08:00:20,753][INFO] --PGD sample 90 image
[2024-11-26 08:00:30,182][INFO] --PGD sample 91 image
[2024-11-26 08:00:39,605][INFO] --PGD sample 92 image
[2024-11-26 08:00:49,026][INFO] --PGD sample 93 image
[2024-11-26 08:00:58,434][INFO] --PGD sample 94 image
[2024-11-26 08:01:07,860][INFO] --PGD sample 95 image
[2024-11-26 08:01:17,327][INFO] --PGD sample 96 image
[2024-11-26 08:01:26,743][INFO] --PGD sample 97 image
[2024-11-26 08:01:36,158][INFO] --PGD sample 98 image
[2024-11-26 08:01:45,572][INFO] --PGD sample 99 image
[2024-11-26 08:01:54,993][INFO] --PGD sample 100 image
[2024-11-26 08:02:05,680][INFO] --get the 1 part of the feature_lb and feature_ub
[2024-11-26 08:02:05,681][INFO] --sample the 2 part of the originalset
[2024-11-26 08:02:05,681][INFO] --PGD sample 1 image
[2024-11-26 08:02:14,862][INFO] --PGD sample 2 image
[2024-11-26 08:02:24,141][INFO] --PGD sample 3 image
[2024-11-26 08:02:33,430][INFO] --PGD sample 4 image
[2024-11-26 08:02:42,727][INFO] --PGD sample 5 image
[2024-11-26 08:02:52,045][INFO] --PGD sample 6 image
[2024-11-26 08:03:01,357][INFO] --PGD sample 7 image
[2024-11-26 08:03:10,662][INFO] --PGD sample 8 image
[2024-11-26 08:03:19,969][INFO] --PGD sample 9 image
[2024-11-26 08:03:29,270][INFO] --PGD sample 10 image
[2024-11-26 08:03:38,569][INFO] --PGD sample 11 image
[2024-11-26 08:03:47,885][INFO] --PGD sample 12 image
[2024-11-26 08:03:57,193][INFO] --PGD sample 13 image
[2024-11-26 08:04:06,510][INFO] --PGD sample 14 image
[2024-11-26 08:04:15,889][INFO] --PGD sample 15 image
[2024-11-26 08:04:25,265][INFO] --PGD sample 16 image
[2024-11-26 08:04:34,644][INFO] --PGD sample 17 image
[2024-11-26 08:04:44,002][INFO] --PGD sample 18 image
[2024-11-26 08:04:53,350][INFO] --PGD sample 19 image
[2024-11-26 08:05:02,680][INFO] --PGD sample 20 image
[2024-11-26 08:05:12,009][INFO] --PGD sample 21 image
[2024-11-26 08:05:21,345][INFO] --PGD sample 22 image
[2024-11-26 08:05:30,670][INFO] --PGD sample 23 image
[2024-11-26 08:05:40,012][INFO] --PGD sample 24 image
[2024-11-26 08:05:49,347][INFO] --PGD sample 25 image
[2024-11-26 08:05:58,673][INFO] --PGD sample 26 image
[2024-11-26 08:06:07,990][INFO] --PGD sample 27 image
[2024-11-26 08:06:17,328][INFO] --PGD sample 28 image
[2024-11-26 08:06:26,669][INFO] --PGD sample 29 image
[2024-11-26 08:06:36,017][INFO] --PGD sample 30 image
[2024-11-26 08:06:45,370][INFO] --PGD sample 31 image
[2024-11-26 08:06:54,723][INFO] --PGD sample 32 image
[2024-11-26 08:07:04,082][INFO] --PGD sample 33 image
[2024-11-26 08:07:13,447][INFO] --PGD sample 34 image
[2024-11-26 08:07:22,818][INFO] --PGD sample 35 image
[2024-11-26 08:07:32,188][INFO] --PGD sample 36 image
[2024-11-26 08:07:41,543][INFO] --PGD sample 37 image
[2024-11-26 08:07:50,893][INFO] --PGD sample 38 image
[2024-11-26 08:08:00,257][INFO] --PGD sample 39 image
[2024-11-26 08:08:09,600][INFO] --PGD sample 40 image
[2024-11-26 08:08:18,966][INFO] --PGD sample 41 image
[2024-11-26 08:08:28,326][INFO] --PGD sample 42 image
[2024-11-26 08:08:37,698][INFO] --PGD sample 43 image
[2024-11-26 08:08:47,067][INFO] --PGD sample 44 image
[2024-11-26 08:08:56,436][INFO] --PGD sample 45 image
[2024-11-26 08:09:05,805][INFO] --PGD sample 46 image
[2024-11-26 08:09:15,172][INFO] --PGD sample 47 image
[2024-11-26 08:09:24,556][INFO] --PGD sample 48 image
[2024-11-26 08:09:33,924][INFO] --PGD sample 49 image
[2024-11-26 08:09:43,290][INFO] --PGD sample 50 image
[2024-11-26 08:09:52,665][INFO] --PGD sample 51 image
[2024-11-26 08:10:02,037][INFO] --PGD sample 52 image
[2024-11-26 08:10:11,421][INFO] --PGD sample 53 image
[2024-11-26 08:10:20,800][INFO] --PGD sample 54 image
[2024-11-26 08:10:30,180][INFO] --PGD sample 55 image
[2024-11-26 08:10:39,568][INFO] --PGD sample 56 image
[2024-11-26 08:10:48,961][INFO] --PGD sample 57 image
[2024-11-26 08:10:58,319][INFO] --PGD sample 58 image
[2024-11-26 08:11:07,682][INFO] --PGD sample 59 image
[2024-11-26 08:11:16,943][INFO] --PGD sample 60 image
[2024-11-26 08:11:26,333][INFO] --PGD sample 61 image
[2024-11-26 08:11:35,743][INFO] --PGD sample 62 image
[2024-11-26 08:11:45,145][INFO] --PGD sample 63 image
[2024-11-26 08:11:54,579][INFO] --PGD sample 64 image
[2024-11-26 08:12:03,839][INFO] --PGD sample 65 image
[2024-11-26 08:12:12,680][INFO] --PGD sample 66 image
[2024-11-26 08:12:22,091][INFO] --PGD sample 67 image
[2024-11-26 08:12:31,501][INFO] --PGD sample 68 image
[2024-11-26 08:12:40,909][INFO] --PGD sample 69 image
[2024-11-26 08:12:50,372][INFO] --PGD sample 70 image
[2024-11-26 08:12:59,773][INFO] --PGD sample 71 image
[2024-11-26 08:13:09,225][INFO] --PGD sample 72 image
[2024-11-26 08:13:18,596][INFO] --PGD sample 73 image
[2024-11-26 08:13:28,048][INFO] --PGD sample 74 image
[2024-11-26 08:13:37,516][INFO] --PGD sample 75 image
[2024-11-26 08:13:46,926][INFO] --PGD sample 76 image
[2024-11-26 08:13:56,341][INFO] --PGD sample 77 image
[2024-11-26 08:14:05,740][INFO] --PGD sample 78 image
[2024-11-26 08:14:15,142][INFO] --PGD sample 79 image
[2024-11-26 08:14:24,555][INFO] --PGD sample 80 image
[2024-11-26 08:14:33,961][INFO] --PGD sample 81 image
[2024-11-26 08:14:43,376][INFO] --PGD sample 82 image
[2024-11-26 08:14:52,809][INFO] --PGD sample 83 image
[2024-11-26 08:15:02,213][INFO] --PGD sample 84 image
[2024-11-26 08:15:11,626][INFO] --PGD sample 85 image
[2024-11-26 08:15:21,043][INFO] --PGD sample 86 image
[2024-11-26 08:15:30,469][INFO] --PGD sample 87 image
[2024-11-26 08:15:39,880][INFO] --PGD sample 88 image
[2024-11-26 08:15:49,295][INFO] --PGD sample 89 image
[2024-11-26 08:15:58,762][INFO] --PGD sample 90 image
[2024-11-26 08:16:08,179][INFO] --PGD sample 91 image
[2024-11-26 08:16:17,593][INFO] --PGD sample 92 image
[2024-11-26 08:16:27,018][INFO] --PGD sample 93 image
[2024-11-26 08:16:36,443][INFO] --PGD sample 94 image
[2024-11-26 08:16:45,866][INFO] --PGD sample 95 image
[2024-11-26 08:16:55,295][INFO] --PGD sample 96 image
[2024-11-26 08:17:04,726][INFO] --PGD sample 97 image
[2024-11-26 08:17:14,165][INFO] --PGD sample 98 image
[2024-11-26 08:17:23,617][INFO] --PGD sample 99 image
[2024-11-26 08:17:33,046][INFO] --PGD sample 100 image
[2024-11-26 08:17:43,759][INFO] --get the 2 part of the feature_lb and feature_ub
[2024-11-26 08:17:43,760][INFO] --sample the 3 part of the originalset
[2024-11-26 08:17:43,760][INFO] --PGD sample 1 image
[2024-11-26 08:17:52,969][INFO] --PGD sample 2 image
[2024-11-26 08:18:02,280][INFO] --PGD sample 3 image
[2024-11-26 08:18:11,509][INFO] --PGD sample 4 image
[2024-11-26 08:18:20,776][INFO] --PGD sample 5 image
[2024-11-26 08:18:30,071][INFO] --PGD sample 6 image
[2024-11-26 08:18:39,382][INFO] --PGD sample 7 image
[2024-11-26 08:18:48,682][INFO] --PGD sample 8 image
[2024-11-26 08:18:57,939][INFO] --PGD sample 9 image
[2024-11-26 08:19:07,254][INFO] --PGD sample 10 image
[2024-11-26 08:19:16,571][INFO] --PGD sample 11 image
[2024-11-26 08:19:25,913][INFO] --PGD sample 12 image
[2024-11-26 08:19:35,256][INFO] --PGD sample 13 image
[2024-11-26 08:19:44,592][INFO] --PGD sample 14 image
[2024-11-26 08:19:53,885][INFO] --PGD sample 15 image
[2024-11-26 08:20:03,141][INFO] --PGD sample 16 image
[2024-11-26 08:20:12,468][INFO] --PGD sample 17 image
[2024-11-26 08:20:21,799][INFO] --PGD sample 18 image
[2024-11-26 08:20:31,146][INFO] --PGD sample 19 image
[2024-11-26 08:20:40,484][INFO] --PGD sample 20 image
[2024-11-26 08:20:49,821][INFO] --PGD sample 21 image
[2024-11-26 08:20:59,186][INFO] --PGD sample 22 image
[2024-11-26 08:21:08,528][INFO] --PGD sample 23 image
[2024-11-26 08:21:17,870][INFO] --PGD sample 24 image
[2024-11-26 08:21:27,219][INFO] --PGD sample 25 image
[2024-11-26 08:21:36,582][INFO] --PGD sample 26 image
[2024-11-26 08:21:45,932][INFO] --PGD sample 27 image
[2024-11-26 08:21:55,286][INFO] --PGD sample 28 image
[2024-11-26 08:22:04,633][INFO] --PGD sample 29 image
[2024-11-26 08:22:13,973][INFO] --PGD sample 30 image
[2024-11-26 08:22:23,327][INFO] --PGD sample 31 image
[2024-11-26 08:22:32,679][INFO] --PGD sample 32 image
[2024-11-26 08:22:42,047][INFO] --PGD sample 33 image
[2024-11-26 08:22:51,418][INFO] --PGD sample 34 image
[2024-11-26 08:23:00,806][INFO] --PGD sample 35 image
[2024-11-26 08:23:10,183][INFO] --PGD sample 36 image
[2024-11-26 08:23:19,543][INFO] --PGD sample 37 image
[2024-11-26 08:23:28,892][INFO] --PGD sample 38 image
[2024-11-26 08:23:38,233][INFO] --PGD sample 39 image
[2024-11-26 08:23:47,600][INFO] --PGD sample 40 image
[2024-11-26 08:23:56,966][INFO] --PGD sample 41 image
[2024-11-26 08:24:06,322][INFO] --PGD sample 42 image
[2024-11-26 08:24:15,685][INFO] --PGD sample 43 image
[2024-11-26 08:24:25,067][INFO] --PGD sample 44 image
[2024-11-26 08:24:34,452][INFO] --PGD sample 45 image
[2024-11-26 08:24:43,855][INFO] --PGD sample 46 image
[2024-11-26 08:24:53,243][INFO] --PGD sample 47 image
[2024-11-26 08:25:02,626][INFO] --PGD sample 48 image
[2024-11-26 08:25:11,990][INFO] --PGD sample 49 image
[2024-11-26 08:25:21,394][INFO] --PGD sample 50 image
[2024-11-26 08:25:30,791][INFO] --PGD sample 51 image
[2024-11-26 08:25:40,197][INFO] --PGD sample 52 image
[2024-11-26 08:25:49,625][INFO] --PGD sample 53 image
[2024-11-26 08:25:59,043][INFO] --PGD sample 54 image
[2024-11-26 08:26:08,462][INFO] --PGD sample 55 image
[2024-11-26 08:26:17,783][INFO] --PGD sample 56 image
[2024-11-26 08:26:27,170][INFO] --PGD sample 57 image
[2024-11-26 08:26:36,545][INFO] --PGD sample 58 image
[2024-11-26 08:26:45,930][INFO] --PGD sample 59 image
[2024-11-26 08:26:55,319][INFO] --PGD sample 60 image
[2024-11-26 08:27:04,703][INFO] --PGD sample 61 image
[2024-11-26 08:27:14,082][INFO] --PGD sample 62 image
[2024-11-26 08:27:23,462][INFO] --PGD sample 63 image
[2024-11-26 08:27:32,866][INFO] --PGD sample 64 image
[2024-11-26 08:27:42,260][INFO] --PGD sample 65 image
[2024-11-26 08:27:51,648][INFO] --PGD sample 66 image
[2024-11-26 08:28:01,025][INFO] --PGD sample 67 image
[2024-11-26 08:28:10,426][INFO] --PGD sample 68 image
[2024-11-26 08:28:19,818][INFO] --PGD sample 69 image
[2024-11-26 08:28:29,211][INFO] --PGD sample 70 image
[2024-11-26 08:28:38,638][INFO] --PGD sample 71 image
[2024-11-26 08:28:48,025][INFO] --PGD sample 72 image
[2024-11-26 08:28:57,397][INFO] --PGD sample 73 image
[2024-11-26 08:29:06,780][INFO] --PGD sample 74 image
[2024-11-26 08:29:16,171][INFO] --PGD sample 75 image
[2024-11-26 08:29:25,561][INFO] --PGD sample 76 image
[2024-11-26 08:29:34,960][INFO] --PGD sample 77 image
[2024-11-26 08:29:44,326][INFO] --PGD sample 78 image
[2024-11-26 08:29:53,710][INFO] --PGD sample 79 image
[2024-11-26 08:30:03,127][INFO] --PGD sample 80 image
[2024-11-26 08:30:12,531][INFO] --PGD sample 81 image
[2024-11-26 08:30:21,946][INFO] --PGD sample 82 image
[2024-11-26 08:30:31,340][INFO] --PGD sample 83 image
[2024-11-26 08:30:40,475][INFO] --PGD sample 84 image
[2024-11-26 08:30:49,902][INFO] --PGD sample 85 image
[2024-11-26 08:30:59,309][INFO] --PGD sample 86 image
[2024-11-26 08:31:08,711][INFO] --PGD sample 87 image
[2024-11-26 08:31:18,123][INFO] --PGD sample 88 image
[2024-11-26 08:31:27,556][INFO] --PGD sample 89 image
[2024-11-26 08:31:37,078][INFO] --PGD sample 90 image
[2024-11-26 08:31:46,575][INFO] --PGD sample 91 image
[2024-11-26 08:31:56,054][INFO] --PGD sample 92 image
[2024-11-26 08:32:05,545][INFO] --PGD sample 93 image
[2024-11-26 08:32:14,990][INFO] --PGD sample 94 image
[2024-11-26 08:32:24,515][INFO] --PGD sample 95 image
[2024-11-26 08:32:33,968][INFO] --PGD sample 96 image
[2024-11-26 08:32:43,427][INFO] --PGD sample 97 image
[2024-11-26 08:32:52,874][INFO] --PGD sample 98 image
[2024-11-26 08:33:02,329][INFO] --PGD sample 99 image
[2024-11-26 08:33:11,862][INFO] --PGD sample 100 image
